game_id,away_starter,home_starter,away_sp_era_actual,away_sp_fip_actual,away_sp_war_actual,away_sp_whip_actual,away_sp_gs,home_sp_era_actual,home_sp_fip_actual,home_sp_war_actual,home_sp_whip_actual,home_sp_gs
20170618LTWO0,레일리,금민철,3.8,4.34,5.55,1.3,30.0,6.33,4.99,0.31,2.11,7.0
20170620WOHH0,최원태,윤규진,4.46,4.57,3.65,1.31,25.0,5.22,5.4,1.93,1.53,18.0
20170620SSLG0,우규민,허프,5.21,4.94,1.0,1.38,25.0,2.38,3.31,4.99,0.91,17.0
20170620NCSK0,이형범,문승원,3.07,5.73,0.42,1.33,4.0,5.33,6.03,1.95,1.51,29.0
20170620LTKT0,박세웅,고영표,3.68,5.13,5.72,1.32,28.0,5.08,3.75,2.58,1.31,24.0
20170621WOHH0,신재영,김재영,4.54,5.03,2.44,1.3,15.0,4.54,5.09,1.01,1.41,15.0
20170621SSLG0,김대우,차우찬,9.54,6.58,-1.17,1.94,7.0,3.43,4.12,5.1,1.19,28.0
20170621NCSK0,해커,박종훈,3.42,4.56,5.52,1.17,26.0,4.1,5.44,3.72,1.36,28.0
20170621LTKT0,송승준,피어밴드,4.21,4.84,3.45,1.33,22.0,3.04,4.37,4.92,1.15,26.0
20170621OBHT0,니퍼트,헥터,4.06,4.79,4.07,1.4,30.0,3.48,4.35,6.45,1.32,30.0
20170622WOHH0,브리검,배영수,4.38,4.75,3.23,1.33,24.0,5.06,5.12,1.96,1.44,25.0
20170622SSLG0,레나도,류제국,6.8,7.54,-0.22,1.98,11.0,5.35,4.82,1.27,1.48,25.0
20170622NCSK0,이재학,켈리,5.67,5.36,0.7,1.54,23.0,3.6,3.6,5.35,1.31,30.0
20170622LTKT0,노경은,류희운,11.66,7.99,-0.56,2.25,2.0,7.67,7.58,-0.4,1.88,14.0
20170622OBHT0,함덕주,양현종,3.67,3.88,3.46,1.4,24.0,3.44,3.93,5.45,1.31,31.0
20170623HTNC0,팻딘,구창모,4.14,4.61,4.36,1.42,29.0,5.32,4.99,1.06,1.63,25.0
20170623LTOB0,박시영,장원준,6.47,6.53,-0.3,1.61,3.0,3.14,4.38,5.65,1.24,29.0
20170623KTSK0,정성곤,다이아몬드,8.11,6.1,-0.58,1.78,20.0,4.42,5.1,3.25,1.47,24.0
20170623HHSS0,비야누에바,페트릭,4.18,4.74,2.62,1.17,20.0,6.18,5.5,1.24,1.69,24.0
20170623LGWO0,소사,밴헤켄,3.88,3.53,4.8,1.22,29.0,3.77,3.8,3.6,1.32,24.0
20170624HTNC0,정용운,장현식,5.92,6.56,0.27,1.57,11.0,5.29,5.21,1.61,1.53,22.0
20170624LTOB0,레일리,유희관,3.8,4.34,5.55,1.3,30.0,4.53,4.9,3.31,1.43,29.0
20170624KTSK0,배제성,윤희상,8.72,6.48,-0.16,2.16,1.0,6.0,5.2,1.12,1.52,22.0
20170624HHSS0,이태양,윤성환,7.17,6.87,0.13,1.78,12.0,4.28,4.77,4.8,1.25,28.0
20170624LGWO0,임찬규,금민철,4.63,4.78,2.53,1.43,26.0,6.33,4.99,0.31,2.11,7.0
20170625HTNC0,임기준,강윤구,3.27,5.5,0.68,1.82,4.0,4.45,6.4,0.44,1.48,5.0
20170625LTOB0,박세웅,이영하,3.68,5.13,5.72,1.32,28.0,5.55,6.7,0.29,1.65,3.0
20170625KTSK0,로치,김태훈,4.69,5.38,2.35,1.58,28.0,6.53,6.03,-0.12,1.94,6.0
20170625LGWO0,허프,윤영삼,2.38,3.31,4.99,0.91,17.0,5.62,4.87,0.1,1.69,2.0
20170627WONC0,신재영,해커,4.54,5.03,2.44,1.3,15.0,3.42,4.56,5.52,1.17,26.0
20170627SKOB0,박종훈,니퍼트,4.1,5.44,3.72,1.36,28.0,4.06,4.79,4.07,1.4,30.0
20170627LGLT0,차우찬,송승준,3.43,4.12,5.1,1.19,28.0,4.21,4.84,3.45,1.33,22.0
20170627SSHT0,레나도,양현종,6.8,7.54,-0.22,1.98,11.0,3.44,3.93,5.45,1.31,31.0
20170627KTHH0,피어밴드,김재영,3.04,4.37,4.92,1.15,26.0,4.54,5.09,1.01,1.41,15.0
20170628WONC0,브리검,이재학,4.38,4.75,3.23,1.33,24.0,5.67,5.36,0.7,1.54,23.0
20170628SKOB0,켈리,함덕주,3.6,3.6,5.35,1.31,30.0,3.67,3.88,3.46,1.4,24.0
20170628SSHT0,김대우,헥터,9.54,6.58,-1.17,1.94,7.0,3.48,4.35,6.45,1.32,30.0
20170628KTHH0,고영표,배영수,5.08,3.75,2.58,1.31,24.0,5.06,5.12,1.96,1.44,25.0
20170629SKOB0,문승원,장원준,5.33,6.03,1.95,1.51,29.0,3.14,4.38,5.65,1.24,29.0
20170629SSHT0,페트릭,팻딘,6.18,5.5,1.24,1.69,24.0,4.14,4.61,4.36,1.42,29.0
20170629KTHH0,류희운,김범수,7.67,7.58,-0.4,1.88,14.0,8.71,8.3,-0.46,2.16,5.0
20170630OBHH0,유희관,강승현,4.53,4.9,3.31,1.43,29.0,5.87,4.05,0.22,1.49,1.0
20170630HTLG0,정용운,소사,5.92,6.56,0.27,1.57,11.0,3.88,3.53,4.8,1.22,29.0
20170630SSSK0,윤성환,다이아몬드,4.28,4.77,4.8,1.25,28.0,4.42,5.1,3.25,1.47,24.0
20170630NCLT0,장현식,레일리,5.29,5.21,1.61,1.53,22.0,3.8,4.34,5.55,1.3,30.0
20170630WOKT0,금민철,정성곤,6.33,4.99,0.31,2.11,7.0,8.11,6.1,-0.58,1.78,20.0
20170701OBHH0,이영하,윤규진,5.55,6.7,0.29,1.65,3.0,5.22,5.4,1.93,1.53,18.0
20170701HTLG0,임기준,허프,3.27,5.5,0.68,1.82,4.0,2.38,3.31,4.99,0.91,17.0
20170701SSSK0,우규민,윤희상,5.21,4.94,1.0,1.38,25.0,6.0,5.2,1.12,1.52,22.0
20170701NCLT0,최금강,박세웅,7.33,6.37,-0.16,1.62,13.0,3.68,5.13,5.72,1.32,28.0
20170702HTLG0,양현종,임찬규,3.44,3.93,5.45,1.31,31.0,4.63,4.78,2.53,1.43,26.0
20170702SSSK0,레나도,박종훈,6.8,7.54,-0.22,1.98,11.0,4.1,5.44,3.72,1.36,28.0
20170702NCLT0,해커,김원중,3.42,4.56,5.52,1.17,26.0,5.7,5.53,1.72,1.73,24.0
20170702WOKT0,김성민,로치,4.74,5.17,1.39,1.59,15.0,4.69,5.38,2.35,1.58,28.0
20170704KTOB0,피어밴드,보우덴,3.04,4.37,4.92,1.15,26.0,4.64,6.35,1.61,1.47,17.0
20170704HTSK0,헥터,켈리,3.48,4.35,6.45,1.32,30.0,3.6,3.6,5.35,1.31,30.0
20170704HHWO0,김재영,브리검,4.54,5.09,1.01,1.41,15.0,4.38,4.75,3.23,1.33,24.0
20170704LTSS0,송승준,백정현,4.21,4.84,3.45,1.33,22.0,4.38,4.47,2.5,1.45,14.0
20170705LGNC0,차우찬,구창모,3.43,4.12,5.1,1.19,28.0,5.32,4.99,1.06,1.63,25.0
20170705KTOB0,고영표,장원준,5.08,3.75,2.58,1.31,24.0,3.14,4.38,5.65,1.24,29.0
20170705HTSK0,팻딘,다이아몬드,4.14,4.61,4.36,1.42,29.0,4.42,5.1,3.25,1.47,24.0
20170705HHWO0,배영수,밴헤켄,5.06,5.12,1.96,1.44,25.0,3.77,3.8,3.6,1.32,24.0
20170705LTSS0,애디튼,페트릭,5.91,4.58,0.58,1.57,13.0,6.18,5.5,1.24,1.69,24.0
20170706HTSK0,정용운,문승원,5.92,6.56,0.27,1.57,11.0,5.33,6.03,1.95,1.51,29.0
20170706HHWO0,장민재,최원태,7.76,6.34,-0.97,1.87,5.0,4.46,4.57,3.65,1.31,25.0
20170706LTSS0,레일리,윤성환,3.8,4.34,5.55,1.3,30.0,4.28,4.77,4.8,1.25,28.0
20170707OBNC0,니퍼트,장현식,4.06,4.79,4.07,1.4,30.0,5.29,5.21,1.61,1.53,22.0
20170707SKLT0,윤희상,박세웅,6.0,5.2,1.12,1.52,22.0,3.68,5.13,5.72,1.32,28.0
20170707WOSS0,금민철,우규민,6.33,4.99,0.31,2.11,7.0,5.21,4.94,1.0,1.38,25.0
20170708HHLG0,윤규진,류제국,5.22,5.4,1.93,1.53,18.0,5.35,4.82,1.27,1.48,25.0
20170708SKLT0,박종훈,김원중,4.1,5.44,3.72,1.36,28.0,5.7,5.53,1.72,1.73,24.0
20170708WOSS0,김성민,레나도,4.74,5.17,1.39,1.59,15.0,6.8,7.54,-0.22,1.98,11.0
20170708HTKT0,양현종,로치,3.44,3.93,5.45,1.31,31.0,4.69,5.38,2.35,1.58,28.0
20170709OBNC0,유희관,강윤구,4.53,4.9,3.31,1.43,29.0,4.45,6.4,0.44,1.48,5.0
20170709HHLG0,김범수,허프,8.71,8.3,-0.46,2.16,5.0,2.38,3.31,4.99,0.91,17.0
20170709SKLT0,켈리,송승준,3.6,3.6,5.35,1.31,30.0,4.21,4.84,3.45,1.33,22.0
20170709WOSS0,브리검,백정현,4.38,4.75,3.23,1.33,24.0,4.38,4.47,2.5,1.45,14.0
20170711LTHH0,애디튼,김재영,5.91,4.58,0.58,1.57,13.0,4.54,5.09,1.01,1.41,15.0
20170711WOOB0,밴헤켄,보우덴,3.77,3.8,3.6,1.32,24.0,4.64,6.35,1.61,1.47,17.0
20170711LGSK0,임찬규,다이아몬드,4.63,4.78,2.53,1.43,26.0,4.42,5.1,3.25,1.47,24.0
20170711SSKT0,페트릭,피어밴드,6.18,5.5,1.24,1.69,24.0,3.04,4.37,4.92,1.15,26.0
20170711NCHT0,구창모,헥터,5.32,4.99,1.06,1.63,25.0,3.48,4.35,6.45,1.32,30.0
20170712LTHH0,레일리,배영수,3.8,4.34,5.55,1.3,30.0,5.06,5.12,1.96,1.44,25.0
20170712WOOB0,최원태,장원준,4.46,4.57,3.65,1.31,25.0,3.14,4.38,5.65,1.24,29.0
20170712LGSK0,소사,문승원,3.88,3.53,4.8,1.22,29.0,5.33,6.03,1.95,1.51,29.0
20170712SSKT0,윤성환,고영표,4.28,4.77,4.8,1.25,28.0,5.08,3.75,2.58,1.31,24.0
20170712NCHT0,맨쉽,팻딘,3.67,4.14,3.37,1.29,21.0,4.14,4.61,4.36,1.42,29.0
20170713LTHH0,박세웅,안영명,3.68,5.13,5.72,1.32,28.0,5.75,5.16,0.46,1.72,16.0
20170713WOOB0,금민철,니퍼트,6.33,4.99,0.31,2.11,7.0,4.06,4.79,4.07,1.4,30.0
20170713LGSK0,김대현,윤희상,5.36,5.74,1.13,1.35,16.0,6.0,5.2,1.12,1.52,22.0
20170713SSKT0,우규민,로치,5.21,4.94,1.0,1.38,25.0,4.69,5.38,2.35,1.58,28.0
20170713NCHT0,장현식,양현종,5.29,5.21,1.61,1.53,22.0,3.44,3.93,5.45,1.31,31.0
20170718KTLG0,피어밴드,소사,3.04,4.37,4.92,1.15,26.0,3.88,3.53,4.8,1.22,29.0
20170718OBSK0,보우덴,다이아몬드,4.64,6.35,1.61,1.47,17.0,4.42,5.1,3.25,1.47,24.0
20170718HTWO0,헥터,김성민,3.48,4.35,6.45,1.32,30.0,4.74,5.17,1.39,1.59,15.0
20170718SSLT0,백정현,레일리,4.38,4.47,2.5,1.45,14.0,3.8,4.34,5.55,1.3,30.0
