game_id,away_starter,home_starter,season,home_team,away_team,away_sp_era_actual,away_sp_fip_actual,away_sp_war_actual,away_sp_whip_actual,away_sp_gs
20100422HHSS0,류현진,ID_79435,2010,삼성,한화,1.82,2.82,9.34,1.01,25.0
20100423HTWO0,로페즈,ID_76430,2010,Heroes,KIA,4.66,4.98,2.03,1.34,26.0
20100423HHLG0,유원상,ID_74167,2010,LG,한화,5.5,5.49,1.07,1.64,27.0
20100423LTSK0,송승준,ID_73801,2010,SSG,롯데,4.39,4.67,3.16,1.29,27.0
20100423OBSS0,장민익,ID_76355,2010,삼성,두산,10.54,7.78,-0.31,2.93,2.0
20100424HTWO0,서재응,ID_75258,2010,Heroes,KIA,3.34,4.23,4.15,1.16,23.0
20100424HHLG0,김혁민,ID_96251,2010,LG,한화,6.92,7.57,-0.18,1.81,8.0
20100424LTSK0,조정훈,ID_77829,2010,SSG,롯데,4.94,4.31,1.09,1.31,11.0
20100424OBSS0,히메네스,ID_70425,2010,삼성,두산,3.32,4.3,4.1,1.32,26.0
20100425OBSS0,이현승,ID_74454,2010,삼성,두산,4.75,4.47,0.99,1.35,11.0
20100425HTWO0,양현종,ID_60329,2010,Heroes,KIA,4.25,4.13,3.0,1.58,30.0
20100425HHLG0,카페얀,ID_60154,2010,LG,한화,9.15,6.52,-1.12,2.17,13.0
20100425LTSK0,진명호,ID_79858,2010,SSG,롯데,19.64,15.15,-0.35,3.0,3.0
20100427OBHH0,조승수,ID_76759,2010,한화,두산,6.87,5.78,-0.23,1.64,2.0
20100427SKHT0,카도쿠라,ID_75620,2010,KIA,SSG,3.22,3.62,3.86,1.29,27.0
20100427WOLT0,김성현,ID_74513,2010,롯데,Heroes,4.9,4.84,1.17,1.47,14.0
20100428WOLT0,김태혁,ID_72535,2010,롯데,Heroes,,,,,
20100429OBHH0,김선우,ID_76715,2010,한화,두산,4.02,3.73,3.11,1.38,28.0
20100429SKHT0,김광현,ID_78650,2010,KIA,SSG,2.37,3.58,7.72,1.22,30.0
20100429SSLG0,장원삼,ID_77147,2010,LG,삼성,3.46,3.84,4.56,1.21,28.0
20100429WOLT0,금민철,ID_77591,2010,롯데,Heroes,4.4,5.12,2.06,1.57,23.0
20100430SSHH0,크루세타,ID_76757,2010,한화,삼성,5.25,4.55,0.95,1.64,20.0
20100430WOOB0,번사이드,ID_60240,2010,두산,Heroes,5.34,5.56,0.84,1.66,29.0
20100430LGSK0,박명환,ID_73801,2010,SSG,LG,6.63,6.27,-0.36,1.64,15.0
20100430HTLT0,서재응,ID_75537,2010,롯데,KIA,3.34,4.23,4.15,1.16,23.0
20100501SSHH0,배영수,ID_60726,2010,한화,삼성,4.74,4.63,1.75,1.45,21.0
20100501WOOB0,배힘찬,ID_76329,2010,두산,Heroes,6.94,7.63,-0.16,1.74,7.0
20100501LGSK0,곤잘레스,ID_79858,2010,SSG,LG,7.68,5.37,-0.48,1.62,9.0
20100501HTLT0,양현종,ID_79545,2010,롯데,KIA,4.25,4.13,3.0,1.58,30.0
20100502HTLT0,로페즈,ID_60594,2010,롯데,KIA,4.66,4.98,2.03,1.34,26.0
20100502SSHH0,윤성환,ID_76759,2010,한화,삼성,5.91,4.64,0.49,1.52,14.0
20100502WOOB0,김성현,ID_75250,2010,두산,Heroes,4.9,4.84,1.17,1.47,14.0
20100502LGSK0,김광삼,ID_70855,2010,SSG,LG,5.68,5.22,0.62,1.58,23.0
20100504HHHT0,유원상,ID_75620,2010,KIA,한화,5.5,5.49,1.07,1.64,27.0
20100504OBLG0,조승수,ID_77147,2010,LG,두산,6.87,5.78,-0.23,1.64,2.0
20100504WOSK0,금민철,ID_79854,2010,SSG,Heroes,4.4,5.12,2.06,1.57,23.0
20100504LTSS0,장원준,ID_76455,2010,삼성,롯데,4.43,4.92,2.74,1.43,26.0
20100505HHHT0,류현진,ID_78650,2010,KIA,한화,1.82,2.82,9.34,1.01,25.0
20100505OBLG0,김선우,ID_72157,2010,LG,두산,4.02,3.73,3.11,1.38,28.0
20100505WOSK0,번사이드,ID_77829,2010,SSG,Heroes,5.34,5.56,0.84,1.66,29.0
20100505LTSS0,이명우,ID_76355,2010,삼성,롯데,6.75,4.56,0.05,1.74,6.0
20100506HHHT0,김혁민,ID_78640,2010,KIA,한화,6.92,7.57,-0.18,1.81,8.0
20100506OBLG0,히메네스,ID_60154,2010,LG,두산,3.32,4.3,4.1,1.32,26.0
20100506WOSK0,김태혁,ID_73801,2010,SSG,Heroes,,,,,
20100506LTSS0,송승준,ID_79435,2010,삼성,롯데,4.39,4.67,3.16,1.29,27.0
20100507HHWO0,카페얀,ID_72321,2010,Heroes,한화,9.15,6.52,-1.12,2.17,13.0
20100507HTLG0,양현종,ID_96251,2010,LG,KIA,4.25,4.13,3.0,1.58,30.0
20100507OBLT0,이현승,ID_75537,2010,롯데,두산,4.75,4.47,0.99,1.35,11.0
20100507SKSS0,글로버,ID_70425,2010,삼성,SSG,5.66,5.35,0.23,1.55,22.0
20100508HHWO0,양승진,ID_78353,2010,Heroes,한화,8.93,6.85,-0.89,2.05,11.0
20100508HTLG0,로페즈,ID_99152,2010,LG,KIA,4.66,4.98,2.03,1.34,26.0
20100508OBLT0,홍상삼,ID_60594,2010,롯데,두산,6.42,5.34,-0.16,1.56,14.0
20100508SKSS0,고효준,ID_74454,2010,삼성,SSG,5.15,5.07,0.58,1.57,10.0
20100509OBLT0,임태훈,ID_74513,2010,롯데,두산,5.3,5.62,1.03,1.39,20.0
20100509SKSS0,카도쿠라,ID_79430,2010,삼성,SSG,3.22,3.62,3.86,1.29,27.0
20100509HTLG0,콜론,ID_77147,2010,LG,KIA,3.91,4.54,1.88,1.33,21.0
20100509HHWO0,유원상,ID_75258,2010,Heroes,한화,5.5,5.49,1.07,1.64,27.0
20100511WOHT0,번사이드,ID_75620,2010,KIA,Heroes,5.34,5.56,0.84,1.66,29.0
20100511SSOB0,장원삼,ID_78232,2010,두산,삼성,3.46,3.84,4.56,1.21,28.0
20100511SKLT0,김광현,ID_78536,2010,롯데,SSG,2.37,3.58,7.72,1.22,30.0
20100511LGHH0,곤잘레스,ID_76715,2010,한화,LG,7.68,5.37,-0.48,1.62,9.0
20100512WOHT0,고원준,ID_78650,2010,KIA,Heroes,4.12,5.16,2.65,1.4,22.0
20100512SSOB0,크루세타,ID_60240,2010,두산,삼성,5.25,4.55,0.95,1.64,20.0
20100512SKLT0,송은범,ID_77591,2010,롯데,SSG,2.3,4.22,4.78,1.21,18.0
20100512LGHH0,이범준,ID_77748,2010,한화,LG,9.64,7.25,-0.55,2.0,3.0
20100513WOHT0,배힘찬,ID_78640,2010,KIA,Heroes,6.94,7.63,-0.16,1.74,7.0
20100513SSOB0,배영수,ID_76329,2010,두산,삼성,4.74,4.63,1.75,1.45,21.0
20100513SKLT0,박현준,ID_70434,2010,롯데,SSG,10.38,5.8,-0.25,2.31,2.0
20100513LGHH0,김광삼,ID_76759,2010,한화,LG,5.68,5.22,0.62,1.58,23.0
20100514HTHH0,양현종,ID_60726,2010,한화,KIA,4.25,4.13,3.0,1.58,30.0
20100514SSWO0,정인욱,ID_76430,2010,Heroes,삼성,5.31,5.01,0.35,1.51,6.0
20100514LTLG0,사도스키,ID_77147,2010,LG,롯데,3.87,4.29,3.92,1.22,26.0
20100514OBSK0,임태훈,ID_79858,2010,SSG,두산,5.3,5.62,1.03,1.39,20.0
20100515HTHH0,콜론,ID_76757,2010,한화,KIA,3.91,4.54,1.88,1.33,21.0
20100515SSWO0,나이트,ID_75258,2010,Heroes,삼성,4.54,4.03,1.31,1.55,14.0
20100515LTLG0,장원준,ID_96251,2010,LG,롯데,4.43,4.92,2.74,1.43,26.0
20100515OBSK0,왈론드,ID_79854,2010,SSG,두산,4.95,4.53,0.85,1.53,21.0
20100516HTHH0,로페즈,ID_76715,2010,한화,KIA,4.66,4.98,2.03,1.34,26.0
20100516SSWO0,장원삼,ID_60329,2010,Heroes,삼성,3.46,3.84,4.56,1.21,28.0
20100516LTLG0,김대우,ID_78135,2010,LG,롯데,14.09,6.75,-0.26,2.35,2.0
20100516OBSK0,김선우,ID_77829,2010,SSG,두산,4.02,3.73,3.11,1.38,28.0
20100519LTHT0,송승준,ID_75620,2010,KIA,롯데,4.39,4.67,3.16,1.29,27.0
20100519HHOB0,데폴라,ID_60240,2010,두산,한화,4.58,4.77,1.71,1.45,17.0
20100519WOSK0,고원준,ID_73801,2010,SSG,Heroes,4.12,5.16,2.65,1.4,22.0
20100519LGSS0,김광삼,ID_79435,2010,삼성,LG,5.68,5.22,0.62,1.58,23.0
20100520LTHT0,조정훈,ID_78640,2010,KIA,롯데,4.94,4.31,1.09,1.31,11.0
20100520HHOB0,카페얀,ID_77251,2010,두산,한화,9.15,6.52,-1.12,2.17,13.0
20100520WOSK0,배힘찬,ID_79858,2010,SSG,Heroes,6.94,7.63,-0.16,1.74,7.0
20100520LGSS0,봉중근,ID_70425,2010,삼성,LG,3.58,4.19,5.1,1.32,28.0
20100521SKHH0,카도쿠라,ID_76757,2010,한화,SSG,3.22,3.62,3.86,1.29,27.0
20100521WOHT0,금민철,ID_77637,2010,KIA,Heroes,4.4,5.12,2.06,1.57,23.0
20100521LGOB0,서승화,ID_76329,2010,두산,LG,6.75,5.42,-0.16,2.06,9.0
20100521SSLT0,나이트,ID_60594,2010,롯데,삼성,4.54,4.03,1.31,1.55,14.0
20100522LGOB0,박명환,ID_75155,2010,두산,LG,6.63,6.27,-0.36,1.64,15.0
20100523WOHT0,번사이드,ID_60697,2010,KIA,Heroes,5.34,5.56,0.84,1.66,29.0
20100523LGOB0,이형종,ID_78232,2010,두산,LG,,,,,
20100525WOHH0,고원준,ID_76715,2010,한화,Heroes,4.12,5.16,2.65,1.4,22.0
20100525HTLG0,로페즈,ID_99152,2010,LG,KIA,4.66,4.98,2.03,1.34,26.0
20100525OBLT0,홍상삼,ID_74513,2010,롯데,두산,6.42,5.34,-0.16,1.56,14.0
20100525SKSS0,김광현,ID_76355,2010,삼성,SSG,2.37,3.58,7.72,1.22,30.0
20100526WOHH0,배힘찬,ID_60729,2010,한화,Heroes,6.94,7.63,-0.16,1.74,7.0
20100526HTLG0,윤석민,ID_77147,2010,LG,KIA,3.83,3.19,2.0,1.3,13.0
20100526OBLT0,임태훈,ID_77591,2010,롯데,두산,5.3,5.62,1.03,1.39,20.0
20100526SKSS0,송은범,ID_79435,2010,삼성,SSG,2.3,4.22,4.78,1.21,18.0
20100527WOHH0,금민철,ID_76759,2010,한화,Heroes,4.4,5.12,2.06,1.57,23.0
20100527HTLG0,양현종,ID_60139,2010,LG,KIA,4.25,4.13,3.0,1.58,30.0
20100527OBLT0,이현승,ID_75537,2010,롯데,두산,4.75,4.47,0.99,1.35,11.0
20100527SKSS0,고효준,ID_79430,2010,삼성,SSG,5.15,5.07,0.58,1.57,10.0
20100528HHHT0,유원상,ID_78640,2010,KIA,한화,5.5,5.49,1.07,1.64,27.0
20100528LGWO0,서승화,ID_60329,2010,Heroes,LG,6.75,5.42,-0.16,2.06,9.0
20100528SSOB0,윤성환,ID_78232,2010,두산,삼성,5.91,4.64,0.49,1.52,14.0
20100528LTSK0,사도스키,ID_79854,2010,SSG,롯데,3.87,4.29,3.92,1.22,26.0
20100529HHHT0,카페얀,ID_60697,2010,KIA,한화,9.15,6.52,-1.12,2.17,13.0
20100529LGWO0,박명환,ID_76430,2010,Heroes,LG,6.63,6.27,-0.36,1.64,15.0
20100529SSOB0,정인욱,ID_60255,2010,두산,삼성,5.31,5.01,0.35,1.51,6.0
20100529LTSK0,이재곤,ID_79858,2010,SSG,롯데,4.14,4.93,2.65,1.27,19.0
20100530HHHT0,김혁민,ID_75620,2010,KIA,한화,6.92,7.57,-0.18,1.81,8.0
20100530LGWO0,김광삼,ID_79349,2010,Heroes,LG,5.68,5.22,0.62,1.58,23.0
20100530SSOB0,장원삼,ID_77251,2010,두산,삼성,3.46,3.84,4.56,1.21,28.0
20100530LTSK0,장원준,ID_77829,2010,SSG,롯데,4.43,4.92,2.74,1.43,26.0
20100601WOOB0,금민철,ID_75155,2010,두산,Heroes,4.4,5.12,2.06,1.57,23.0
20100601HHSK0,류현진,ID_99137,2010,SSG,한화,1.82,2.82,9.34,1.01,25.0
20100601LGLT0,봉중근,ID_77591,2010,롯데,LG,3.58,4.19,5.1,1.32,28.0
20100601HTSS0,로페즈,ID_79435,2010,삼성,KIA,4.66,4.98,2.03,1.34,26.0
20100602WOOB0,번사이드,ID_60240,2010,두산,Heroes,5.34,5.56,0.84,1.66,29.0
20100602HHSK0,데폴라,ID_73801,2010,SSG,한화,4.58,4.77,1.71,1.45,17.0
20100602LGLT0,더마트레,ID_75537,2010,롯데,LG,8.22,6.51,-0.75,1.96,15.0
20100602HTSS0,양현종,ID_79430,2010,삼성,KIA,4.25,4.13,3.0,1.58,30.0
20100603WOOB0,배힘찬,ID_78232,2010,두산,Heroes,6.94,7.63,-0.16,1.74,7.0
20100603HHSK0,유원상,ID_79854,2010,SSG,한화,5.5,5.49,1.07,1.64,27.0
20100603LGLT0,심수창,ID_60594,2010,롯데,LG,7.57,5.81,-0.22,2.05,6.0
20100603HTSS0,콜론,ID_74454,2010,삼성,KIA,3.91,4.54,1.88,1.33,21.0
20100604HTWO0,전우엽,ID_70356,2010,Heroes,KIA,5.71,5.12,0.0,1.71,10.0
20100604OBHH0,임태훈,ID_60713,2010,한화,두산,5.3,5.62,1.03,1.39,20.0
20100604SKLG0,김광현,ID_96251,2010,LG,SSG,2.37,3.58,7.72,1.22,30.0
20100604LTSS0,이재곤,ID_79442,2010,삼성,롯데,4.14,4.93,2.65,1.27,19.0
20100605HTWO0,윤석민,ID_79349,2010,Heroes,KIA,3.83,3.19,2.0,1.3,13.0
20100605OBHH0,김성배,ID_77748,2010,한화,두산,5.59,4.92,0.1,1.34,4.0
20100605SKLG0,글로버,ID_99152,2010,LG,SSG,5.66,5.35,0.23,1.55,22.0
20100605LTSS0,장원준,ID_76355,2010,삼성,롯데,4.43,4.92,2.74,1.43,26.0
20100606HTWO0,로페즈,ID_75258,2010,Heroes,KIA,4.66,4.98,2.03,1.34,26.0
20100606OBHH0,왈론드,ID_60726,2010,한화,두산,4.95,4.53,0.85,1.53,21.0
20100606SKLG0,이승호,ID_77147,2010,LG,SSG,4.22,4.35,1.69,1.47,5.0
20100606SKLG0,이승호,ID_77147,2010,LG,SSG,2.03,3.87,1.24,1.16,3.0
20100606LTSS0,송승준,ID_79435,2010,삼성,롯데,4.39,4.67,3.16,1.29,27.0
20100608OBHT0,히메네스,ID_77637,2010,KIA,두산,3.32,4.3,4.1,1.32,26.0
20100608HHLG0,류현진,ID_60139,2010,LG,한화,1.82,2.82,9.34,1.01,25.0
20100608SSSK0,나이트,ID_73801,2010,SSG,삼성,4.54,4.03,1.31,1.55,14.0
20100609LTWO0,사도스키,ID_72321,2010,Heroes,롯데,3.87,4.29,3.92,1.22,26.0
20100609OBHT0,김선우,ID_60697,2010,KIA,두산,4.02,3.73,3.11,1.38,28.0
20100609HHLG0,데폴라,ID_79138,2010,LG,한화,4.58,4.77,1.71,1.45,17.0
20100609SSSK0,윤성환,ID_72523,2010,SSG,삼성,5.91,4.64,0.49,1.52,14.0
20100610LTWO0,이재곤,ID_60336,2010,Heroes,롯데,4.14,4.93,2.65,1.27,19.0
20100610OBHT0,임태훈,ID_78650,2010,KIA,두산,5.3,5.62,1.03,1.39,20.0
20100610HHLG0,유원상,ID_96251,2010,LG,한화,5.5,5.49,1.07,1.64,27.0
20100610SSSK0,이우선,ID_77829,2010,SSG,삼성,4.35,5.12,1.5,1.35,8.0
20100611HHLT0,카페얀,ID_74513,2010,롯데,한화,9.15,6.52,-1.12,2.17,13.0
20100611LGHT0,김광삼,ID_75620,2010,KIA,LG,5.68,5.22,0.62,1.58,23.0
20100611SKOB0,글로버,ID_75155,2010,두산,SSG,5.66,5.35,0.23,1.55,22.0
20100611WOSS0,고원준,ID_76355,2010,삼성,Heroes,4.12,5.16,2.65,1.4,22.0
20100612LGHT0,봉중근,ID_79644,2010,KIA,LG,3.58,4.19,5.1,1.32,28.0
20100612HHLT0,최영필,ID_77591,2010,롯데,한화,7.45,6.81,-0.41,1.95,11.0
20100612WOSS0,금민철,ID_79435,2010,삼성,Heroes,4.4,5.12,2.06,1.57,23.0
20100613LGHT0,더마트레,ID_78640,2010,KIA,LG,8.22,6.51,-0.75,1.96,15.0
20100613SKOB0,카도쿠라,ID_60240,2010,두산,SSG,3.22,3.62,3.86,1.29,27.0
20100613HHLT0,양승진,ID_75537,2010,롯데,한화,8.93,6.85,-0.89,2.05,11.0
20100613WOSS0,번사이드,ID_79430,2010,삼성,Heroes,5.34,5.56,0.84,1.66,29.0
20100615HTHH0,양현종,ID_60729,2010,한화,KIA,4.25,4.13,3.0,1.58,30.0
20100615SKWO0,김광현,ID_60336,2010,Heroes,SSG,2.37,3.58,7.72,1.22,30.0
20100615OBLG0,김선우,ID_79138,2010,LG,두산,4.02,3.73,3.11,1.38,28.0
20100615SSLT0,윤성환,ID_60594,2010,롯데,삼성,5.91,4.64,0.49,1.52,14.0
20100616HTHH0,콜론,ID_76715,2010,한화,KIA,3.91,4.54,1.88,1.33,21.0
20100616SKWO0,송은범,ID_79349,2010,Heroes,SSG,2.3,4.22,4.78,1.21,18.0
20100616OBLG0,임태훈,ID_96251,2010,LG,두산,5.3,5.62,1.03,1.39,20.0
20100616SSLT0,이우선,ID_77566,2010,롯데,삼성,4.35,5.12,1.5,1.35,8.0
20100617HTHH0,전우엽,ID_76757,2010,한화,KIA,5.71,5.12,0.0,1.71,10.0
20100617SKWO0,글로버,ID_75258,2010,Heroes,SSG,5.66,5.35,0.23,1.55,22.0
20100617OBLG0,왈론드,ID_72157,2010,LG,두산,4.95,4.53,0.85,1.53,21.0
20100618LTLG0,송승준,ID_77147,2010,LG,롯데,4.39,4.67,3.16,1.29,27.0
20100618HTSK0,윤석민,ID_79854,2010,SSG,KIA,3.83,3.19,2.0,1.3,13.0
20100618HHSS0,최영필,ID_79435,2010,삼성,한화,7.45,6.81,-0.41,1.95,11.0
20100619OBWO0,홍상삼,ID_60329,2010,Heroes,두산,6.42,5.34,-0.16,1.56,14.0
20100619LTLG0,진명호,ID_99152,2010,LG,롯데,19.64,15.15,-0.35,3.0,3.0
20100619HTSK0,로페즈,ID_79817,2010,SSG,KIA,4.66,4.98,2.03,1.34,26.0
20100619HHSS0,양승진,ID_70425,2010,삼성,한화,8.93,6.85,-0.89,2.05,11.0
20100620OBWO0,김선우,ID_60336,2010,Heroes,두산,4.02,3.73,3.11,1.38,28.0
20100620LTLG0,사도스키,ID_60139,2010,LG,롯데,3.87,4.29,3.92,1.22,26.0
20100620HTSK0,서재응,ID_77829,2010,SSG,KIA,3.34,4.23,4.15,1.16,23.0
20100620HHSS0,데폴라,ID_74454,2010,삼성,한화,4.58,4.77,1.71,1.45,17.0
20100622HHLT0,류현진,ID_77566,2010,롯데,한화,1.82,2.82,9.34,1.01,25.0
20100622WOHT0,고원준,ID_60697,2010,KIA,Heroes,4.12,5.16,2.65,1.4,22.0
20100622SSOB0,차우찬,ID_77251,2010,두산,삼성,2.14,3.34,5.63,1.24,16.0
20100622LGSK0,서승화,ID_73801,2010,SSG,LG,6.75,5.42,-0.16,2.06,9.0
20100623HHLT0,유원상,ID_74513,2010,롯데,한화,5.5,5.49,1.07,1.64,27.0
20100623WOHT0,금민철,ID_77637,2010,KIA,Heroes,4.4,5.12,2.06,1.57,23.0
20100623SSOB0,장원삼,ID_75155,2010,두산,삼성,3.46,3.84,4.56,1.21,28.0
20100623LGSK0,박명환,ID_79858,2010,SSG,LG,6.63,6.27,-0.36,1.64,15.0
20100624HHLT0,최영필,ID_77591,2010,롯데,한화,7.45,6.81,-0.41,1.95,11.0
20100624WOHT0,김성태,ID_78650,2010,KIA,Heroes,3.95,4.78,1.08,1.24,13.0
20100624SSOB0,이우선,ID_60240,2010,두산,삼성,4.35,5.12,1.5,1.35,8.0
20100624LGSK0,봉중근,ID_73228,2010,SSG,LG,3.58,4.19,5.1,1.32,28.0
20100625LGHH0,김광삼,ID_76759,2010,한화,LG,5.68,5.22,0.62,1.58,23.0
20100625SSWO0,크루세타,ID_60329,2010,Heroes,삼성,5.25,4.55,0.95,1.64,20.0
20100625HTOB0,로페즈,ID_78247,2010,두산,KIA,4.66,4.98,2.03,1.34,26.0
20100626LGHH0,더마트레,ID_74620,2010,한화,LG,8.22,6.51,-0.75,1.96,15.0
20100626SSWO0,배영수,ID_60336,2010,Heroes,삼성,4.74,4.63,1.75,1.45,21.0
20100626HTOB0,서재응,ID_78232,2010,두산,KIA,3.34,4.23,4.15,1.16,23.0
20100627LGHH0,서승화,ID_76715,2010,한화,LG,6.75,5.42,-0.16,2.06,9.0
20100627SSWO0,차우찬,ID_79349,2010,Heroes,삼성,2.14,3.34,5.63,1.24,16.0
20100627HTOB0,콜론,ID_77251,2010,두산,KIA,3.91,4.54,1.88,1.33,21.0
20100627SKLT0,김광현,ID_77566,2010,롯데,SSG,2.37,3.58,7.72,1.22,30.0
20100629OBHH0,왈론드,ID_76757,2010,한화,두산,4.95,4.53,0.85,1.53,21.0
20100629SKHT0,글로버,ID_77637,2010,KIA,SSG,5.66,5.35,0.23,1.55,22.0
20100629WOLG0,금민철,ID_96251,2010,LG,Heroes,4.4,5.12,2.06,1.57,23.0
20100629LTSS0,장원준,ID_76355,2010,삼성,롯데,4.43,4.92,2.74,1.43,26.0
20100630OBHH0,히메네스,ID_60729,2010,한화,두산,3.32,4.3,4.1,1.32,26.0
20100630SKHT0,전병두,ID_79644,2010,KIA,SSG,3.06,3.36,1.88,1.2,7.0
20100630WOLG0,김성태,ID_77147,2010,LG,Heroes,3.95,4.78,1.08,1.24,13.0
20100630LTSS0,사도스키,ID_79442,2010,삼성,롯데,3.87,4.29,3.92,1.22,26.0
20100701OBHH0,홍상삼,ID_97336,2010,한화,두산,6.42,5.34,-0.16,1.56,14.0
20100701SKHT0,카도쿠라,ID_75668,2010,KIA,SSG,3.22,3.62,3.86,1.29,27.0
20100701WOLG0,번사이드,ID_99152,2010,LG,Heroes,5.34,5.56,0.84,1.66,29.0
20100701LTSS0,송승준,ID_79435,2010,삼성,롯데,4.39,4.67,3.16,1.29,27.0
20100703HHWO0,류현진,ID_79349,2010,Heroes,한화,1.82,2.82,9.34,1.01,25.0
20100703LTLG0,이재곤,ID_60139,2010,LG,롯데,4.14,4.93,2.65,1.27,19.0
20100703OBSK0,김선우,ID_77829,2010,SSG,두산,4.02,3.73,3.11,1.38,28.0
20100703HTSS0,콜론,ID_70425,2010,삼성,KIA,3.91,4.54,1.88,1.33,21.0
20100704HHWO0,유원상,ID_75258,2010,Heroes,한화,5.5,5.49,1.07,1.64,27.0
20100704LTLG0,장원준,ID_96251,2010,LG,롯데,4.43,4.92,2.74,1.43,26.0
20100704OBSK0,임태훈,ID_73228,2010,SSG,두산,5.3,5.62,1.03,1.39,20.0
20100704HTSS0,양현종,ID_76355,2010,삼성,KIA,4.25,4.13,3.0,1.58,30.0
20100706LGHH0,봉중근,ID_76759,2010,한화,LG,3.58,4.19,5.1,1.32,28.0
20100706WOLT0,김성태,ID_78550,2010,롯데,Heroes,3.95,4.78,1.08,1.24,13.0
20100706HTOB0,로페즈,ID_60240,2010,두산,KIA,4.66,4.98,2.03,1.34,26.0
20100706SSSK0,차우찬,ID_79858,2010,SSG,삼성,2.14,3.34,5.63,1.24,16.0
20100707LGHH0,한희,ID_60729,2010,한화,LG,8.1,7.35,-0.19,1.7,3.0
20100707WOLT0,번사이드,ID_60594,2010,롯데,Heroes,5.34,5.56,0.84,1.66,29.0
20100707SSSK0,크루세타,ID_73801,2010,SSG,삼성,5.25,4.55,0.95,1.64,20.0
20100708LGHH0,더마트레,ID_76715,2010,한화,LG,8.22,6.51,-0.75,1.96,15.0
20100708WOLT0,문성현,ID_77566,2010,롯데,Heroes,4.93,5.33,0.6,1.57,6.0
20100708HTOB0,서재응,ID_78232,2010,두산,KIA,3.34,4.23,4.15,1.16,23.0
20100708SSSK0,이우선,ID_77829,2010,SSG,삼성,4.35,5.12,1.5,1.35,8.0
20100709HHHT0,유원상,ID_77637,2010,KIA,한화,5.5,5.49,1.07,1.64,27.0
20100709SSWO0,배영수,ID_79349,2010,Heroes,삼성,4.74,4.63,1.75,1.45,21.0
20100709OBLG0,왈론드,ID_72157,2010,LG,두산,4.95,4.53,0.85,1.53,21.0
20100709SKLT0,카도쿠라,ID_74513,2010,롯데,SSG,3.22,3.62,3.86,1.29,27.0
20100710HHHT0,최영필,ID_60697,2010,KIA,한화,7.45,6.81,-0.41,1.95,11.0
20100710SSWO0,장원삼,ID_75258,2010,Heroes,삼성,3.46,3.84,4.56,1.21,28.0
20100710OBLG0,임태훈,ID_96251,2010,LG,두산,5.3,5.62,1.03,1.39,20.0
20100710SKLT0,고효준,ID_77591,2010,롯데,SSG,5.15,5.07,0.58,1.57,10.0
20100711SSWO0,차우찬,ID_70345,2010,Heroes,삼성,2.14,3.34,5.63,1.24,16.0
20100711OBLG0,히메네스,ID_77147,2010,LG,두산,3.32,4.3,4.1,1.32,26.0
20100713LTWO0,사도스키,ID_60329,2010,Heroes,롯데,3.87,4.29,3.92,1.22,26.0
20100713HHSK0,데폴라,ID_77829,2010,SSG,한화,4.58,4.77,1.71,1.45,17.0
20100713OBSS0,이현승,ID_79442,2010,삼성,두산,4.75,4.47,0.99,1.35,11.0
20100714HTLG0,서재응,ID_60139,2010,LG,KIA,3.34,4.23,4.15,1.16,23.0
20100714HHSK0,류현진,ID_79858,2010,SSG,한화,1.82,2.82,9.34,1.01,25.0
20100714OBSS0,김선우,ID_79435,2010,삼성,두산,4.02,3.73,3.11,1.38,28.0
20100715LTWO0,장원준,ID_78353,2010,Heroes,롯데,4.43,4.92,2.74,1.43,26.0
20100715HTLG0,양현종,ID_78119,2010,LG,KIA,4.25,4.13,3.0,1.58,30.0
20100715HHSK0,최영필,ID_73228,2010,SSG,한화,7.45,6.81,-0.41,1.95,11.0
20100715OBSS0,임태훈,ID_70425,2010,삼성,두산,5.3,5.62,1.03,1.39,20.0
20100717SKHT0,카도쿠라,ID_60697,2010,KIA,SSG,3.22,3.62,3.86,1.29,27.0
20100717WOHH0,금민철,ID_76757,2010,한화,Heroes,4.4,5.12,2.06,1.57,23.0
20100717LGSS0,봉중근,ID_76355,2010,삼성,LG,3.58,4.19,5.1,1.32,28.0
20100718SKHT0,김광현,ID_79644,2010,KIA,SSG,2.37,3.58,7.72,1.22,30.0
20100718WOHH0,김성태,ID_60729,2010,한화,Heroes,3.95,4.78,1.08,1.24,13.0
20100718LTOB0,송승준,ID_60240,2010,두산,롯데,4.39,4.67,3.16,1.29,27.0
20100718LGSS0,강철민,ID_76455,2010,삼성,LG,5.4,6.02,0.13,1.37,3.0
20100720LTHH0,사도스키,ID_97336,2010,한화,롯데,3.87,4.29,3.92,1.22,26.0
20100720SKWO0,글로버,ID_60329,2010,Heroes,SSG,5.66,5.35,0.23,1.55,22.0
20100720SSHT0,나이트,ID_71851,2010,KIA,삼성,4.54,4.03,1.31,1.55,14.0
20100720LGOB0,더마트레,ID_75155,2010,두산,LG,8.22,6.51,-0.75,1.96,15.0
20100721LTHH0,이재곤,ID_76715,2010,한화,롯데,4.14,4.93,2.65,1.27,19.0
20100721SKWO0,송은범,ID_79349,2010,Heroes,SSG,2.3,4.22,4.78,1.21,18.0
20100721SSHT0,배영수,ID_77637,2010,KIA,삼성,4.74,4.63,1.75,1.45,21.0
20100721LGOB0,김광삼,ID_78232,2010,두산,LG,5.68,5.22,0.62,1.58,23.0
20100722LTHH0,김수완,ID_76757,2010,한화,롯데,3.96,4.66,1.39,1.21,10.0
