Id,Name,Birthdate,Handedness,School,Draft,Year,Team,Age,Pos.,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
10565,김동영,1985년 04월 02일,우투좌타,수영초-대동중-부산상고,05 한화 2차 4라운드 28순위,2008,한화,23,CF,4,0.08,0.01,5,4,4,1,2,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0.5,0.5,0.5,1.0,0.126,192.1,0.09
10565,김동영,1985년 04월 02일,우투좌타,수영초-대동중-부산상고,05 한화 2차 4라운드 28순위,2010,한화,25,LF,3,-0.1,-0.08,9,9,7,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0.0,0.222,0.0,0.222,-0.177,-31.0,-0.18
10566,디아즈,1981년 12월 10일,우투우타,-,09 한화 자유선발,2009,한화,28,RF,62,1.16,-1.02,229,227,207,37,55,15,0,15,115,39,2,1,17,2,2,76,11,0,3,0.266,0.323,0.556,0.879,0.005,106.0,0.14
10567,김재우,1991년 10월 22일,,온양온천초-온양중-북일고,10 한화 2라운드 13순위,2010,한화,19,RF,5,-0.05,0.01,5,5,5,3,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.2,0.2,0.2,0.4,-0.157,-14.9,-0.04
10568,박상규,1989년 05월 02일,우투우타,대전신흥초-충남중-대전고,08 한화 1차,2013,한화,24,LF,5,-0.03,-0.01,7,7,6,0,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0.167,0.286,0.167,0.453,-0.086,30.4,-0.04
10569,서정,1984년 04월 16일,좌투좌타,송정동초-무등중-광주제일고-성균관대,07 한화 2차 5라운드 37순위,2007,한화,23,CF,1,0.07,0.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0.576,625.5,0.07
10570,양승학,1984년 01월 20일,우투우타,수유초-공주중-북일고,03 SK 2차 2라운드,2004,SK,20,OF,2,-0.06,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.338,-174.5,-0.05
10570,양승학,1984년 01월 20일,우투우타,수유초-공주중-북일고,03 SK 2차 2라운드,2006,SK,22,OF,1,-0.03,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.296,-179.3,-0.03
10570,양승학,1984년 01월 20일,우투우타,수유초-공주중-북일고,03 SK 2차 2라운드,2009,한화,25,OF,44,0.36,-0.1,99,99,90,12,24,5,0,4,41,12,0,0,7,2,0,27,2,0,0,0.267,0.333,0.456,0.789,-0.012,92.8,0.26
10571,연경흠,1983년 09월 14일,좌투좌타,석교초-청주중-청주기공고-인하대,02 한화 2차 12라운드 90순위,2006,한화,23,LF,96,0.51,-0.49,209,205,187,25,38,8,0,9,73,20,0,0,17,2,1,39,7,3,0,0.203,0.277,0.39,0.667,-0.025,80.6,0.01
10571,연경흠,1983년 09월 14일,좌투좌타,석교초-청주중-청주기공고-인하대,02 한화 2차 12라운드 90순위,2007,한화,24,LF,36,0.3,-0.25,82,82,77,7,20,6,0,1,29,7,0,0,5,0,0,16,4,0,0,0.26,0.305,0.377,0.682,-0.013,92.0,0.05
10571,연경흠,1983년 09월 14일,좌투좌타,석교초-청주중-청주기공고-인하대,02 한화 2차 12라운드 90순위,2008,한화,25,LF,45,0.6,-0.06,121,120,106,13,26,5,2,4,47,9,0,0,11,1,0,21,3,1,2,0.245,0.317,0.443,0.76,-0.004,102.4,0.54
10571,연경흠,1983년 09월 14일,좌투좌타,석교초-청주중-청주기공고-인하대,02 한화 2차 12라운드 90순위,2009,한화,26,LF,122,0.99,0.16,386,383,336,53,85,19,1,11,139,47,2,1,34,10,0,88,3,3,3,0.253,0.337,0.414,0.751,-0.023,84.5,1.14
10571,연경흠,1983년 09월 14일,좌투좌타,석교초-청주중-청주기공고-인하대,02 한화 2차 12라운드 90순위,2012,한화,29,LF,42,-0.08,-0.15,71,70,62,3,11,2,0,1,16,5,0,0,9,0,1,16,2,0,0,0.177,0.282,0.258,0.54,-0.061,49.7,-0.22
10571,연경흠,1983년 09월 14일,좌투좌타,석교초-청주중-청주기공고-인하대,02 한화 2차 12라운드 90순위,2013,한화,30,LF,4,-0.18,-0.11,6,6,6,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,-0.297,-145.9,-0.28
10572,이상훈,1987년 05월 04일,우투우타,칠성초-경복중-경북고-성균관대,10 한화 4라운드 29순위,2010,한화,23,RF,34,-0.38,0.08,71,69,60,6,10,0,0,0,10,2,5,1,7,2,0,11,1,2,0,0.167,0.275,0.167,0.442,-0.123,14.5,-0.31
10572,이상훈,1987년 05월 04일,우투우타,칠성초-경복중-경북고-성균관대,10 한화 4라운드 29순위,2012,한화,25,RF,17,-0.3,-0.06,28,28,25,3,3,0,0,0,3,0,1,0,1,2,0,3,1,0,0,0.12,0.214,0.12,0.334,-0.158,-41.2,-0.36
10572,이상훈,1987년 05월 04일,우투우타,칠성초-경복중-경북고-성균관대,10 한화 4라운드 29순위,2013,삼성,26,RF,15,0.38,-0.14,35,34,28,7,10,1,0,2,17,2,0,0,3,3,0,6,1,1,0,0.357,0.471,0.607,1.078,0.094,179.7,0.24
10572,이상훈,1987년 05월 04일,우투우타,칠성초-경복중-경북고-성균관대,10 한화 4라운드 29순위,2014,삼성,27,RF,10,-0.23,0.0,11,11,10,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.0,0.091,0.0,0.091,-0.133,-93.8,-0.22
10572,이상훈,1987년 05월 04일,우투우타,칠성초-경복중-경북고-성균관대,10 한화 4라운드 29순위,2015,삼성,28,RF,4,-0.2,0.16,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0.0,0.0,0.0,0.0,-0.186,-144.0,-0.05
10572,이상훈,1987년 05월 04일,우투우타,칠성초-경복중-경북고-성균관대,10 한화 4라운드 29순위,2016,삼성,29,RF,8,-0.26,0.09,14,12,12,0,1,0,0,0,1,0,0,0,0,0,0,4,0,2,0,0.083,0.083,0.083,0.166,-0.124,-88.7,-0.17
10573,이양기,1981년 01월 31일,우투우타,상인천초-동인천중-동산고-탐라대,99 한화 2차 12라 90순위,2003,한화,22,LF,1,-0.03,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.31,-156.7,-0.03
10573,이양기,1981년 01월 31일,우투우타,상인천초-동인천중-동산고-탐라대,99 한화 2차 12라 90순위,2004,한화,23,LF,10,-0.22,-0.21,11,11,10,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0.0,0.091,0.0,0.091,-0.252,-103.5,-0.43
10573,이양기,1981년 01월 31일,우투우타,상인천초-동인천중-동산고-탐라대,99 한화 2차 12라 90순위,2005,한화,24,LF,10,0.27,-0.11,12,12,11,5,5,0,0,1,8,1,0,0,1,0,0,1,1,0,0,0.455,0.5,0.727,1.227,0.171,251.8,0.17
10573,이양기,1981년 01월 31일,우투우타,상인천초-동인천중-동산고-탐라대,99 한화 2차 12라 90순위,2009,한화,28,LF,15,-0.32,-0.17,24,23,21,1,2,0,0,0,2,0,0,0,2,0,0,6,2,1,0,0.095,0.174,0.095,0.269,-0.204,-46.9,-0.49
10573,이양기,1981년 01월 31일,우투우타,상인천초-동인천중-동산고-탐라대,99 한화 2차 12라 90순위,2010,한화,29,LF,27,-0.15,0.03,57,56,44,4,6,1,0,1,10,3,3,0,7,5,0,10,1,1,0,0.136,0.321,0.227,0.548,-0.098,32.3,-0.12
10573,이양기,1981년 01월 31일,우투우타,상인천초-동인천중-동산고-탐라대,99 한화 2차 12라 90순위,2011,한화,30,LF,93,0.75,-0.23,164,162,147,9,41,13,0,0,54,17,3,0,9,6,0,31,5,2,0,0.279,0.346,0.367,0.713,-0.01,96.1,0.52
10573,이양기,1981년 01월 31일,우투우타,상인천초-동인천중-동산고-탐라대,99 한화 2차 12라 90순위,2012,한화,31,LF,35,-0.09,-0.05,54,54,49,8,11,2,0,0,13,6,0,0,2,3,0,11,1,0,0,0.224,0.296,0.265,0.561,-0.066,44.7,-0.14
10573,이양기,1981년 01월 31일,우투우타,상인천초-동인천중-동산고-탐라대,99 한화 2차 12라 90순위,2013,한화,32,LF,56,1.25,-0.57,209,208,185,16,57,8,1,3,76,30,0,0,17,5,0,25,10,1,1,0.308,0.38,0.411,0.791,0.017,117.1,0.68
10573,이양기,1981년 01월 31일,우투우타,상인천초-동인천중-동산고-탐라대,99 한화 2차 12라 90순위,2014,한화,33,LF,45,-0.45,0.34,139,138,125,13,33,5,0,0,38,6,1,0,10,2,0,19,3,1,1,0.264,0.326,0.304,0.63,0.081,56.1,-0.11
10573,이양기,1981년 01월 31일,우투우타,상인천초-동인천중-동산고-탐라대,99 한화 2차 12라 90순위,2016,한화,35,LF,17,-0.16,-0.15,58,57,52,5,15,2,0,1,20,9,0,0,2,2,0,8,6,1,1,0.288,0.333,0.385,0.718,0.107,76.7,-0.31
10573,이양기,1981년 01월 31일,우투우타,상인천초-동인천중-동산고-탐라대,99 한화 2차 12라 90순위,2017,한화,36,LF,17,-0.31,-0.17,48,46,44,0,10,1,0,0,11,3,0,0,2,0,0,10,1,2,0,0.227,0.261,0.25,0.511,0.03,22.4,-0.48
10574,이영우,1973년 11월 27일,좌투좌타,남정초-선린중-선린고-건국대,96 한화 2차 2라운드 12순위,2000,한화,27,LF,128,5.11,-0.51,542,536,478,91,152,36,5,25,273,64,7,12,52,8,5,91,5,1,3,0.318,0.392,0.571,0.963,0.057,150.0,4.6
10574,이영우,1973년 11월 27일,좌투좌타,남정초-선린중-선린고-건국대,96 한화 2차 2라운드 12순위,2001,한화,28,LF,126,3.61,-0.69,448,440,381,72,109,25,3,15,185,65,10,3,62,0,4,70,8,4,1,0.286,0.385,0.486,0.871,0.034,131.9,2.91
10574,이영우,1973년 11월 27일,좌투좌타,남정초-선린중-선린고-건국대,96 한화 2차 2라운드 12순위,2002,한화,29,LF,133,6.46,-1.01,564,551,476,96,150,26,1,24,250,52,13,12,73,8,6,103,14,7,0,0.315,0.415,0.525,0.94,0.068,163.1,5.44
10574,이영우,1973년 11월 27일,좌투좌타,남정초-선린중-선린고-건국대,96 한화 2차 2라운드 12순위,2003,한화,30,LF,133,5.07,-0.02,590,580,498,90,148,28,4,16,232,71,18,9,78,8,7,71,7,3,3,0.297,0.399,0.466,0.865,0.041,135.6,5.05
10574,이영우,1973년 11월 27일,좌투좌타,남정초-선린중-선린고-건국대,96 한화 2차 2라운드 12순위,2004,한화,31,LF,131,5.78,-1.22,572,561,483,94,154,31,3,13,230,60,20,12,73,8,5,66,13,6,2,0.319,0.415,0.476,0.891,0.055,149.8,4.56
10574,이영우,1973년 11월 27일,좌투좌타,남정초-선린중-선린고-건국대,96 한화 2차 2라운드 12순위,2007,한화,34,LF,97,0.8,-0.21,337,333,294,31,70,14,4,0,92,28,4,2,37,0,1,36,10,3,3,0.238,0.32,0.313,0.633,-0.024,82.1,0.59
10574,이영우,1973년 11월 27일,좌투좌타,남정초-선린중-선린고-건국대,96 한화 2차 2라운드 12순위,2008,한화,35,LF,89,1.93,-0.28,305,303,271,41,78,21,2,2,109,27,2,1,26,1,0,40,9,2,5,0.288,0.347,0.402,0.749,0.01,114.5,1.65
10574,이영우,1973년 11월 27일,좌투좌타,남정초-선린중-선린고-건국대,96 한화 2차 2라운드 12순위,2009,한화,36,DH,93,1.24,-0.84,293,290,260,32,72,12,3,7,111,35,2,1,28,0,0,42,12,3,2,0.277,0.345,0.427,0.772,-0.004,98.5,0.4
10574,이영우,1973년 11월 27일,좌투좌타,남정초-선린중-선린고-건국대,96 한화 2차 2라운드 12순위,2010,한화,37,DH,12,-0.46,0.08,21,21,21,0,2,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0.095,0.095,0.095,0.19,-0.257,-93.7,-0.37
10575,전근표,1977년 03월 05일,좌투좌타,화곡초-신일중-신일고-한양대,96 현대 2차 5라운드 35순위,2000,현대,23,1B,20,0.31,-0.08,49,49,43,6,11,1,0,3,21,9,0,0,6,0,0,10,1,0,0,0.256,0.347,0.488,0.835,0.01,114.3,0.22
10575,전근표,1977년 03월 05일,좌투좌타,화곡초-신일중-신일고-한양대,96 현대 2차 5라운드 35순위,2001,현대,24,1B,71,0.75,-0.14,165,164,142,20,37,6,0,6,61,19,0,0,20,0,0,39,1,1,2,0.261,0.348,0.43,0.778,-0.005,103.0,0.61
10575,전근표,1977년 03월 05일,좌투좌타,화곡초-신일중-신일고-한양대,96 현대 2차 5라운드 35순위,2002,현대,25,RF,11,0.27,0.01,20,20,17,2,5,2,1,0,9,5,0,0,3,0,0,4,0,0,0,0.294,0.4,0.529,0.929,0.077,172.3,0.28
10575,전근표,1977년 03월 05일,좌투좌타,화곡초-신일중-신일고-한양대,96 현대 2차 5라운드 35순위,2003,현대,26,RF,61,1.06,-0.24,182,180,156,19,40,7,0,7,68,21,0,0,20,4,0,44,1,2,0,0.256,0.356,0.436,0.792,0.009,109.2,0.82
10575,전근표,1977년 03월 05일,좌투좌타,화곡초-신일중-신일고-한양대,96 현대 2차 5라운드 35순위,2004,현대,27,RF,79,1.42,-0.31,128,126,108,17,32,6,0,7,59,15,0,2,20,0,2,34,2,0,0,0.296,0.406,0.546,0.952,0.068,160.8,1.11
10575,전근표,1977년 03월 05일,좌투좌타,화곡초-신일중-신일고-한양대,96 현대 2차 5라운드 35순위,2005,현대,28,RF,37,0.24,-0.17,111,111,96,12,20,7,0,2,33,4,0,1,14,1,0,27,3,0,0,0.208,0.315,0.344,0.659,-0.028,83.9,0.07
10575,전근표,1977년 03월 05일,좌투좌타,화곡초-신일중-신일고-한양대,96 현대 2차 5라운드 35순위,2006,현대,29,RF,51,0.07,-0.21,68,67,57,5,10,1,0,2,17,5,0,0,10,1,1,13,2,0,0,0.175,0.309,0.298,0.607,-0.038,68.2,-0.13
10575,전근표,1977년 03월 05일,좌투좌타,화곡초-신일중-신일고-한양대,96 현대 2차 5라운드 35순위,2007,현대,30,RF,4,0.06,-0.01,4,4,3,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0.333,0.5,0.333,0.833,0.089,184.2,0.05
10575,전근표,1977년 03월 05일,좌투좌타,화곡초-신일중-신일고-한양대,96 현대 2차 5라운드 35순위,2008,우리,31,RF,32,0.18,-0.12,59,58,49,6,11,0,0,1,14,4,0,0,10,0,1,11,1,0,0,0.224,0.356,0.286,0.642,-0.023,86.2,0.06
10575,전근표,1977년 03월 05일,좌투좌타,화곡초-신일중-신일고-한양대,96 현대 2차 5라운드 35순위,2010,한화,33,RF,40,0.08,-0.02,103,100,88,12,20,3,0,1,26,7,1,1,12,0,0,26,2,3,0,0.227,0.32,0.295,0.615,-0.047,72.0,0.06
10576,정현석,1984년 03월 01일,우투우타,유천초-한밭중-대전고-경희대,03 롯데 2차 4라운드 25순위,2008,한화,24,RF,11,-0.18,0.04,8,8,7,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.125,0.0,0.125,-0.273,-129.7,-0.14
10576,정현석,1984년 03월 01일,우투우타,유천초-한밭중-대전고-경희대,03 롯데 2차 4라운드 25순위,2009,한화,25,RF,24,-0.38,0.18,60,58,55,7,11,2,0,0,13,2,1,0,2,1,0,8,0,2,0,0.2,0.241,0.236,0.477,-0.128,7.8,-0.2
10576,정현석,1984년 03월 01일,우투우타,유천초-한밭중-대전고-경희대,03 롯데 2차 4라운드 25순위,2010,한화,26,RF,114,0.42,0.14,227,221,202,20,53,10,0,4,75,24,3,3,15,3,0,28,4,6,1,0.262,0.321,0.371,0.692,-0.034,82.4,0.56
10576,정현석,1984년 03월 01일,우투우타,유천초-한밭중-대전고-경희대,03 롯데 2차 4라운드 25순위,2013,한화,29,RF,121,1.63,-0.13,403,400,356,47,102,15,1,4,131,27,4,5,37,7,1,64,14,3,0,0.287,0.365,0.368,0.733,-0.002,101.3,1.49
10576,정현석,1984년 03월 01일,우투우타,유천초-한밭중-대전고-경희대,03 롯데 2차 4라운드 25순위,2014,한화,30,RF,53,-0.31,-0.19,118,116,102,15,23,3,0,3,35,6,0,2,11,3,0,21,6,2,0,0.225,0.319,0.343,0.662,0.092,64.5,-0.5
10576,정현석,1984년 03월 01일,우투우타,유천초-한밭중-대전고-경희대,03 롯데 2차 4라운드 25순위,2015,한화,31,RF,43,0.49,-0.1,133,130,116,20,36,6,0,1,45,12,0,0,13,2,1,24,3,2,0,0.31,0.389,0.388,0.777,0.138,100.9,0.38
10576,정현석,1984년 03월 01일,우투우타,유천초-한밭중-대전고-경희대,03 롯데 2차 4라운드 25순위,2016,한화,32,RF,3,-0.22,-0.13,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0.0,0.0,0.0,-0.195,-135.7,-0.35
10576,정현석,1984년 03월 01일,우투우타,유천초-한밭중-대전고-경희대,03 롯데 2차 4라운드 25순위,2017,한화,33,RF,9,-0.29,-0.11,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0.0,-0.187,-136.0,-0.39
10577,정희상,1982년 08월 13일,우투좌타,충암중-중앙고-단국대,05 한화 육성선수,2005,한화,23,1B,4,-0.12,0.0,6,6,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.167,0.0,0.167,-0.261,-112.1,-0.12
10577,정희상,1982년 08월 13일,우투좌타,충암중-중앙고-단국대,05 한화 육성선수,2007,한화,25,1B,41,-0.35,-0.3,68,67,63,8,10,3,0,2,19,3,1,0,3,1,0,18,4,1,0,0.159,0.209,0.302,0.511,-0.1,14.1,-0.65
10577,정희상,1982년 08월 13일,우투좌타,충암중-중앙고-단국대,05 한화 육성선수,2010,한화,28,1B,29,0.37,0.05,74,73,64,7,17,2,1,0,21,6,3,0,9,0,0,22,0,1,0,0.266,0.356,0.328,0.684,-0.014,97.1,0.42
10578,최진행,1985년 08월 17일,우투우타,서울동원초-청량중-덕수정보고-우송대,04 한화 2차 2라운드 10순위,2004,한화,19,DH,79,0.42,-0.65,239,238,209,28,43,10,0,9,80,28,2,0,25,2,0,79,5,1,2,0.206,0.294,0.383,0.677,-0.037,74.7,-0.24
10578,최진행,1985년 08월 17일,우투우타,서울동원초-청량중-덕수정보고-우송대,04 한화 2차 2라운드 10순위,2005,한화,20,DH,1,-0.03,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.311,-154.4,-0.03
10578,최진행,1985년 08월 17일,우투우타,서울동원초-청량중-덕수정보고-우송대,04 한화 2차 2라운드 10순위,2008,한화,23,DH,3,-0.11,-0.1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0.0,0.0,0.0,-0.312,-163.2,-0.21
10578,최진행,1985년 08월 17일,우투우타,서울동원초-청량중-덕수정보고-우송대,04 한화 2차 2라운드 10순위,2009,한화,24,DH,28,-0.03,0.04,65,65,55,6,11,3,0,2,20,8,0,0,7,2,0,24,0,0,1,0.2,0.308,0.364,0.672,-0.057,58.4,0.01
10578,최진행,1985년 08월 17일,우투우타,서울동원초-청량중-덕수정보고-우송대,04 한화 2차 2라운드 10순위,2010,한화,25,DH,129,3.13,-0.59,524,521,464,66,121,22,0,32,239,92,5,4,47,9,1,131,15,2,2,0.261,0.339,0.515,0.854,0.008,114.4,2.54
10578,최진행,1985년 08월 17일,우투우타,서울동원초-청량중-덕수정보고-우송대,04 한화 2차 2라운드 10순위,2011,한화,26,DH,127,3.36,-0.1,511,504,434,63,120,11,1,19,190,85,3,5,61,13,7,107,9,0,3,0.276,0.38,0.438,0.818,0.018,119.6,3.26
10578,최진행,1985년 08월 17일,우투우타,서울동원초-청량중-덕수정보고-우송대,04 한화 2차 2라운드 10순위,2012,한화,27,DH,120,3.87,-0.92,471,468,395,59,98,26,0,17,175,55,6,3,66,6,3,109,11,0,4,0.248,0.361,0.443,0.804,0.029,132.5,2.95
10578,최진행,1985년 08월 17일,우투우타,서울동원초-청량중-덕수정보고-우송대,04 한화 2차 2라운드 10순위,2013,한화,28,DH,106,3.53,-0.89,422,420,367,39,110,27,0,8,161,53,0,0,50,3,1,86,18,1,1,0.3,0.387,0.439,0.826,0.038,134.6,2.63
10578,최진행,1985년 08월 17일,우투우타,서울동원초-청량중-덕수정보고-우송대,04 한화 2차 2라운드 10순위,2014,한화,29,DH,99,-0.2,-0.39,328,328,299,32,78,16,0,12,130,45,1,2,23,3,0,79,8,0,3,0.261,0.317,0.435,0.752,0.111,77.6,-0.59
10578,최진행,1985년 08월 17일,우투우타,서울동원초-청량중-덕수정보고-우송대,04 한화 2차 2라운드 10순위,2015,한화,30,DH,109,2.86,0.42,410,400,333,55,97,17,0,18,168,64,0,3,65,4,6,101,9,5,3,0.291,0.41,0.505,0.915,0.182,135.1,3.29
10578,최진행,1985년 08월 17일,우투우타,서울동원초-청량중-덕수정보고-우송대,04 한화 2차 2라운드 10순위,2016,한화,31,DH,28,0.41,-0.13,85,83,70,4,23,2,0,1,28,9,0,0,11,2,0,16,1,2,0,0.329,0.434,0.4,0.834,0.171,122.8,0.28
10578,최진행,1985년 08월 17일,우투우타,서울동원초-청량중-덕수정보고-우송대,04 한화 2차 2라운드 10순위,2017,한화,32,DH,89,1.77,0.13,289,288,258,29,79,21,0,13,139,50,0,2,19,10,0,77,3,1,1,0.306,0.375,0.539,0.914,0.182,134.3,1.9
10578,최진행,1985년 08월 17일,우투우타,서울동원초-청량중-덕수정보고-우송대,04 한화 2차 2라운드 10순위,2018,한화,33,DH,57,-0.33,0.29,154,154,136,14,29,3,0,7,53,13,0,1,15,3,0,53,5,0,0,0.213,0.305,0.39,0.695,0.101,71.7,-0.04
10578,최진행,1985년 08월 17일,우투우타,서울동원초-청량중-덕수정보고-우송대,04 한화 2차 2라운드 10순위,2019,한화,34,LF,45,0.07,0.05,129,129,117,10,27,6,0,6,51,19,0,0,9,2,0,28,3,0,1,0.231,0.295,0.436,0.731,0.113,98.2,0.12
10578,최진행,1985년 08월 17일,우투우타,서울동원초-청량중-덕수정보고-우송대,04 한화 2차 2라운드 10순위,2020,한화,35,LF,84,-0.36,-0.19,240,240,214,23,50,5,0,8,79,30,0,0,18,5,0,59,11,0,3,0.234,0.304,0.369,0.673,0.095,74.4,-0.56
10579,추승우,1979년 09월 24일,우투좌타,공연초-하천-청주중-청주기공고-성균관대,98 LG 2차 12라운드 95순위,2002,LG,23,LF,6,-0.1,-0.09,10,10,10,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0.2,0.2,0.2,0.4,-0.152,-17.8,-0.19
10579,추승우,1979년 09월 24일,우투좌타,공연초-하천-청주중-청주기공고-성균관대,98 LG 2차 12라운드 95순위,2003,LG,24,LF,5,-0.12,0.02,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.344,-184.7,-0.1
10579,추승우,1979년 09월 24일,우투좌타,공연초-하천-청주중-청주기공고-성균관대,98 LG 2차 12라운드 95순위,2006,LG,27,LF,38,-0.11,0.16,58,58,52,7,12,2,0,0,14,5,1,0,2,2,0,8,0,0,2,0.231,0.276,0.269,0.545,-0.067,39.3,0.04
10579,추승우,1979년 09월 24일,우투좌타,공연초-하천-청주중-청주기공고-성균관대,98 LG 2차 12라운드 95순위,2007,LG,28,LF,1,-0.03,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.306,-173.4,-0.02
10579,추승우,1979년 09월 24일,우투좌타,공연초-하천-청주중-청주기공고-성균관대,98 LG 2차 12라운드 95순위,2008,한화,29,LF,119,0.28,0.64,419,408,371,53,91,13,3,0,110,20,19,5,30,10,4,75,3,7,1,0.245,0.318,0.296,0.614,-0.048,65.8,0.92
10579,추승우,1979년 09월 24일,우투좌타,공연초-하천-청주중-청주기공고-성균관대,98 LG 2차 12라운드 95순위,2009,한화,30,CF,105,-0.15,0.3,233,231,193,28,45,2,0,2,53,17,15,4,24,12,0,59,1,2,2,0.233,0.351,0.275,0.626,-0.06,56.8,0.15
10579,추승우,1979년 09월 24일,우투좌타,공연초-하천-청주중-청주기공고-성균관대,98 LG 2차 12라운드 95순위,2010,한화,31,CF,111,0.1,0.76,304,298,260,39,61,8,4,2,83,23,10,6,29,6,0,62,3,6,3,0.235,0.322,0.319,0.641,-0.049,70.1,0.87
10579,추승우,1979년 09월 24일,우투좌타,공연초-하천-청주중-청주기공고-성균관대,98 LG 2차 12라운드 95순위,2011,한화,32,CF,19,-0.26,0.1,49,47,44,5,9,0,0,0,9,1,0,0,2,1,0,12,0,2,0,0.205,0.255,0.205,0.46,-0.11,14.6,-0.16
10579,추승우,1979년 09월 24일,우투좌타,공연초-하천-청주중-청주기공고-성균관대,98 LG 2차 12라운드 95순위,2012,한화,33,CF,18,0.06,-0.03,59,59,52,4,9,5,1,0,16,8,3,0,6,1,0,11,1,0,0,0.173,0.271,0.308,0.579,-0.049,60.4,0.03
10579,추승우,1979년 09월 24일,우투좌타,공연초-하천-청주중-청주기공고-성균관대,98 LG 2차 12라운드 95순위,2013,한화,34,LF,72,1.2,0.23,180,180,158,19,48,7,0,1,58,17,12,2,17,4,0,21,2,0,1,0.304,0.383,0.367,0.75,0.013,113.9,1.43
10579,추승우,1979년 09월 24일,우투좌타,공연초-하천-청주중-청주기공고-성균관대,98 LG 2차 12라운드 95순위,2014,한화,35,LF,9,0.06,-0.07,10,10,6,3,1,0,0,0,1,0,0,0,4,0,0,2,0,0,0,0.167,0.5,0.167,0.667,0.165,113.1,-0.01
10626,김다원,1985년 09월 17일,우투우타,광주학강초-광주동성중-광주동성고-성균관대,08 한화 육성선수,2010,한화,25,RF,4,-0.05,0.02,9,9,7,1,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0.143,0.333,0.143,0.476,-0.117,16.1,-0.03
10626,김다원,1985년 09월 17일,우투우타,광주학강초-광주동성중-광주동성고-성균관대,08 한화 육성선수,2010,KIA,25,RF,41,-0.53,-0.12,51,51,49,8,7,0,0,2,13,2,1,0,1,1,0,17,2,0,0,0.143,0.176,0.265,0.441,-0.172,-26.5,-0.65
10626,김다원,1985년 09월 17일,우투우타,광주학강초-광주동성중-광주동성고-성균관대,08 한화 육성선수,2011,KIA,26,RF,19,-0.2,-0.08,10,10,9,3,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0.0,0.1,0.0,0.1,-0.251,-108.9,-0.28
10626,김다원,1985년 09월 17일,우투우타,광주학강초-광주동성중-광주동성고-성균관대,08 한화 육성선수,2014,KIA,29,LF,86,0.21,-0.78,210,207,189,21,51,13,1,5,81,17,2,2,12,5,0,53,3,3,1,0.27,0.329,0.429,0.758,0.115,79.0,-0.57
10626,김다원,1985년 09월 17일,우투우타,광주학강초-광주동성중-광주동성고-성균관대,08 한화 육성선수,2015,KIA,30,LF,108,-0.18,-0.25,274,274,245,31,60,9,0,5,84,30,1,0,15,12,0,67,8,0,2,0.245,0.318,0.343,0.661,0.09,67.4,-0.43
10626,김다원,1985년 09월 17일,우투우타,광주학강초-광주동성중-광주동성고-성균관대,08 한화 육성선수,2016,KIA,31,LF,25,0.18,0.08,47,47,43,3,13,2,0,1,18,6,0,0,2,2,0,15,1,0,0,0.302,0.362,0.419,0.781,0.135,93.9,0.26
