Id,Name,Birthdate,Handedness,School,Draft,Year,Team,Age,Pos.,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
1196,김성래,1961년 12월 03일,우투우타,대구옥산초-경운중-경북고-연세대,84 삼성 1차,2000,SK,39,2B,29,0.31,0.13,75,75,64,7,17,0,0,2,23,8,0,0,9,2,0,19,1,0,0,0.266,0.373,0.359,0.732,-0.014,95.8,0.43
1354,장종훈,1968년 04월 10일,우투우타,세광중-세광고,86 빙그레 연습생 입단,2000,한화,32,1B,127,2.76,-1.85,512,507,447,66,118,19,0,28,221,81,1,3,52,11,5,114,15,0,2,0.264,0.354,0.494,0.848,0.005,110.1,0.91
1354,장종훈,1968년 04월 10일,우투우타,세광중-세광고,86 빙그레 연습생 입단,2001,한화,33,1B,120,1.86,-0.93,421,415,366,55,100,16,0,15,161,54,11,4,45,4,4,87,7,2,4,0.273,0.356,0.44,0.796,-0.004,103.3,0.93
1354,장종훈,1968년 04월 10일,우투우타,세광중-세광고,86 빙그레 연습생 입단,2002,한화,34,1B,101,1.09,-0.02,331,329,302,38,75,15,0,12,126,42,2,2,24,2,1,88,1,1,2,0.248,0.306,0.417,0.723,-0.021,91.0,1.07
1354,장종훈,1968년 04월 10일,우투우타,세광중-세광고,86 빙그레 연습생 입단,2003,한화,35,1B,83,0.43,-0.52,234,229,206,21,50,8,1,6,78,24,1,3,21,2,1,56,5,4,1,0.243,0.317,0.379,0.696,-0.024,82.2,-0.09
1354,장종훈,1968년 04월 10일,우투우타,세광중-세광고,86 빙그레 연습생 입단,2004,한화,36,1B,70,0.59,-0.4,165,163,153,21,39,10,0,6,67,27,0,1,10,0,0,31,4,2,0,0.255,0.301,0.438,0.739,-0.014,94.1,0.18
1354,장종훈,1968년 04월 10일,우투우타,세광중-세광고,86 빙그레 연습생 입단,2005,한화,37,1B,7,-0.12,0.01,11,11,11,1,1,0,0,1,4,1,0,0,0,0,0,3,0,0,0,0.091,0.091,0.364,0.455,-0.167,-32.8,-0.12
1380,김상호,1965년 10월 19일,우투우타,선린고-계명대,88 MBC 1차 3순위,2000,LG,35,RF,21,-0.25,0.04,41,40,31,4,2,1,0,0,3,2,0,0,9,0,0,14,0,1,0,0.065,0.275,0.097,0.372,-0.126,11.4,-0.22
1404,김응국,1966년 01월 14일,좌투좌타,동대문중-동대문상고-고려대,88 롯데 2차 2라운드,2000,롯데,34,RF,107,0.99,0.03,439,434,401,57,111,15,3,6,150,45,9,7,34,2,4,78,7,1,1,0.277,0.336,0.374,0.71,-0.026,86.5,1.03
1404,김응국,1966년 01월 14일,좌투좌타,동대문중-동대문상고-고려대,88 롯데 2차 2라운드,2001,롯데,35,1B,89,0.48,-0.54,300,296,274,35,76,10,1,4,100,33,2,0,21,2,3,44,7,1,2,0.277,0.331,0.365,0.696,-0.037,78.4,-0.06
1404,김응국,1966년 01월 14일,좌투좌타,동대문중-동대문상고-고려대,88 롯데 2차 2라운드,2002,롯데,36,1B,116,1.92,-0.4,412,408,373,35,106,15,3,3,136,49,12,5,34,2,2,58,8,2,1,0.284,0.346,0.365,0.711,-0.008,101.3,1.52
1404,김응국,1966년 01월 14일,좌투좌타,동대문중-동대문상고-고려대,88 롯데 2차 2라운드,2003,롯데,37,1B,51,0.07,-0.55,156,153,140,18,33,5,1,4,52,14,2,2,12,2,1,22,6,2,0,0.236,0.305,0.371,0.676,-0.04,69.4,-0.48
1421,강석천,1967년 12월 07일,우투우타,한밭중-대전고-인하대,89 빙그레 1차 3순위,2000,한화,33,3B,123,1.68,-1.36,487,480,433,57,124,24,2,7,173,49,15,8,34,10,2,61,18,5,5,0.286,0.349,0.4,0.749,-0.015,95.2,0.33
1421,강석천,1967년 12월 07일,우투우타,한밭중-대전고-인하대,89 빙그레 1차 3순위,2001,한화,34,3B,120,-0.23,-0.23,450,440,407,44,106,18,1,2,132,45,19,9,29,4,1,68,9,9,1,0.26,0.315,0.324,0.639,-0.053,66.6,-0.46
1421,강석천,1967년 12월 07일,우투우타,한밭중-대전고-인하대,89 빙그레 1차 3순위,2002,한화,35,3B,94,1.63,-0.4,266,265,242,27,70,11,1,6,101,28,7,3,20,2,0,51,9,1,1,0.289,0.347,0.417,0.764,0.006,113.6,1.23
1421,강석천,1967년 12월 07일,우투우타,한밭중-대전고-인하대,89 빙그레 1차 3순위,2003,한화,36,3B,8,-0.1,-0.11,19,19,18,0,3,2,0,0,5,3,0,0,1,0,0,5,1,0,0,0.167,0.211,0.278,0.489,-0.1,18.9,-0.21
1435,김인호,1967년 01월 26일,우투우타,여수중-진흥고-성균관대,89 롯데 2차 1라운드,2000,현대,33,LF,115,0.03,0.14,324,315,281,48,64,17,2,3,94,21,8,4,30,3,0,44,6,9,1,0.228,0.308,0.335,0.643,-0.053,66.5,0.18
1435,김인호,1967년 01월 26일,우투우타,여수중-진흥고-성균관대,89 롯데 2차 1라운드,2001,현대,34,LF,92,-0.51,-0.02,190,185,162,30,33,0,1,5,50,19,5,5,22,1,0,34,5,5,0,0.204,0.303,0.309,0.612,-0.07,54.3,-0.54
1436,김종석,1971년 02월 28일,좌투좌타,보성고,89 OB 고졸연고 지명,2000,한화,29,1B,80,1.28,-0.62,210,210,174,24,46,8,0,8,78,27,1,3,30,4,0,38,5,0,2,0.264,0.381,0.448,0.829,0.017,119.4,0.66
1436,김종석,1971년 02월 28일,좌투좌타,보성고,89 OB 고졸연고 지명,2001,한화,30,1B,116,3.97,-1.16,445,444,390,66,123,22,2,16,197,65,4,1,49,1,1,78,9,0,5,0.315,0.389,0.505,0.894,0.042,138.4,2.81
1436,김종석,1971년 02월 28일,좌투좌타,보성고,89 OB 고졸연고 지명,2002,한화,31,1B,77,-0.59,-0.52,209,208,186,21,35,9,0,2,50,14,4,4,22,0,1,41,6,0,1,0.188,0.273,0.269,0.542,-0.077,44.7,-1.11
1436,김종석,1971년 02월 28일,좌투좌타,보성고,89 OB 고졸연고 지명,2003,한화,32,1B,78,0.55,-0.63,182,179,152,11,36,6,0,3,51,17,0,3,28,1,2,36,6,1,0,0.237,0.359,0.336,0.695,-0.01,94.1,-0.08
1436,김종석,1971년 02월 28일,좌투좌타,보성고,89 OB 고졸연고 지명,2004,한화,33,1B,21,0.09,-0.01,37,37,31,2,6,3,0,0,9,2,0,0,6,0,0,11,0,0,0,0.194,0.324,0.29,0.614,-0.029,81.4,0.08
1450,이명수,1966년 07월 29일,우투우타,휘문중-휘문고-고려대,89 OB 2차 2라운드,2000,현대,34,2B,85,1.96,-0.01,236,232,206,26,69,10,2,4,95,39,1,3,22,2,1,24,7,3,3,0.335,0.399,0.461,0.86,0.04,136.9,1.95
1450,이명수,1966년 07월 29일,우투우타,휘문중-휘문고-고려대,89 OB 2차 2라운드,2001,현대,35,1B,91,0.51,-0.37,190,183,153,19,38,6,0,1,47,19,1,2,29,0,0,20,8,7,1,0.248,0.366,0.307,0.673,-0.019,92.5,0.15
1457,최훈재,1967년 01월 21일,좌투좌타,영일초-중앙중-중앙고-단국대,89 MBC 1차 2순위,2000,두산,33,1B,76,-0.59,-0.34,124,124,115,9,22,4,1,3,37,10,0,0,7,1,0,22,4,0,1,0.191,0.242,0.322,0.564,-0.107,24.0,-0.93
1457,최훈재,1967년 01월 21일,좌투좌타,영일초-중앙중-중앙고-단국대,89 MBC 1차 2순위,2001,두산,34,DH,90,0.29,-0.51,196,194,168,18,41,12,0,0,53,18,4,0,23,2,1,15,6,1,2,0.244,0.338,0.315,0.653,-0.041,75.7,-0.22
1497,김선진,1967년 05월 05일,우투우타,월산초-충장중-광주제일고-연세대,90 LG 2차 3라운드,2000,LG,33,1B,25,-0.25,0.06,78,77,69,9,14,2,1,1,21,10,1,1,7,0,0,14,0,1,1,0.203,0.273,0.304,0.577,-0.086,40.9,-0.19
1499,홍현우,1972년 09월 28일,우투우타,광주상고,90 해태 고졸연고 자유계약,2000,해태,28,3B,88,1.96,-0.35,361,356,291,42,68,16,2,14,130,50,12,7,62,5,5,63,11,0,3,0.234,0.374,0.447,0.821,0.008,112.6,1.61
1499,홍현우,1972년 09월 28일,우투우타,광주상고,90 해태 고졸연고 자유계약,2001,LG,29,3B,60,-0.51,-0.04,213,211,182,18,36,9,0,2,51,16,1,1,27,3,2,35,4,0,1,0.198,0.31,0.28,0.59,-0.076,48.9,-0.55
1499,홍현우,1972년 09월 28일,우투우타,광주상고,90 해태 고졸연고 자유계약,2002,LG,30,3B,25,-0.94,0.06,76,75,68,3,8,3,0,1,14,8,0,1,3,2,0,16,1,1,2,0.118,0.173,0.206,0.379,-0.173,-33.8,-0.88
1499,홍현우,1972년 09월 28일,우투우타,광주상고,90 해태 고졸연고 자유계약,2003,LG,31,3B,97,1.2,-0.2,333,328,286,34,68,12,3,9,113,27,1,1,37,4,0,61,9,5,1,0.238,0.332,0.395,0.727,-0.012,92.2,1.0
1499,홍현우,1972년 09월 28일,우투우타,광주상고,90 해태 고졸연고 자유계약,2004,LG,32,3B,39,-0.52,0.2,107,105,95,11,17,5,0,2,28,12,0,0,7,0,0,31,0,2,3,0.179,0.229,0.295,0.524,-0.103,21.9,-0.32
1499,홍현우,1972년 09월 28일,우투우타,광주상고,90 해태 고졸연고 자유계약,2005,KIA,33,3B,25,-0.07,0.16,64,62,59,6,13,3,0,1,19,1,0,0,3,0,0,16,0,2,0,0.22,0.258,0.322,0.58,-0.067,52.7,0.1
1500,이호성,1967년 07월 17일,우투우타,광주서석초-충장중-광주제일고-연세대,90 해태 1차,2000,해태,33,RF,117,2.07,-0.07,468,467,397,52,96,25,0,8,145,57,13,1,65,4,1,102,8,0,2,0.242,0.353,0.365,0.718,-0.013,96.4,2.0
1500,이호성,1967년 07월 17일,우투우타,광주서석초-충장중-광주제일고-연세대,90 해태 1차,2001,해태,34,RF,9,0.09,-0.07,17,17,16,2,4,2,0,1,9,1,0,0,1,0,0,3,1,0,0,0.25,0.294,0.563,0.857,0.003,109.2,0.01
1503,공필성,1967년 11월 11일,우투우타,용마고-경성대,90 롯데 1차,2000,롯데,33,3B,112,-0.37,-0.11,177,167,149,16,31,4,1,1,40,13,4,2,17,0,0,44,5,10,1,0.208,0.287,0.268,0.555,-0.079,48.3,-0.48
1505,김경기,1968년 04월 05일,우투우타,한양초-상인천중-인천고-고려대,90 태평양 1차 2순위,2000,SK,32,1B,49,1.34,-0.26,177,175,142,19,40,5,0,4,57,21,2,2,29,4,0,24,4,2,0,0.282,0.417,0.401,0.818,0.029,128.7,1.08
1505,김경기,1968년 04월 05일,우투우타,한양초-상인천중-인천고-고려대,90 태평양 1차 2순위,2001,SK,33,1B,48,-0.02,-0.16,97,97,82,10,19,1,0,2,26,9,0,0,10,4,0,21,2,0,1,0.232,0.34,0.317,0.657,-0.055,64.6,-0.18
1511,김종헌,1966년 07월 27일,우투우타,경주고-경성대,90 롯데 2차 2라운드,2000,SK,34,OF,96,-0.21,0.02,143,141,128,27,28,5,1,1,38,10,7,3,13,0,0,29,2,2,0,0.219,0.291,0.297,0.588,-0.068,54.7,-0.19
1547,김인철,1971년 07월 14일,우투우타,포항초-포철중-포철공고,90 삼성 고졸연고 지명 8,2000,삼성,29,RF,43,-0.14,-0.06,96,94,87,20,19,1,2,3,33,13,5,2,5,2,0,21,2,2,0,0.218,0.277,0.379,0.656,-0.068,54.5,-0.19
1547,김인철,1971년 07월 14일,우투우타,포항초-포철중-포철공고,90 삼성 고졸연고 지명 8,2001,삼성,30,RF,11,-0.22,0.03,12,12,11,2,1,0,0,0,1,0,1,1,1,0,0,2,0,0,0,0.091,0.167,0.091,0.258,-0.205,-49.9,-0.19
1547,김인철,1971년 07월 14일,우투우타,포항초-포철중-포철공고,90 삼성 고졸연고 지명 8,2002,롯데,31,RF,8,-0.12,0.0,12,11,11,2,2,0,0,0,2,1,0,0,0,0,0,5,0,1,0,0.182,0.182,0.182,0.364,-0.166,-18.7,-0.11
1547,김인철,1971년 07월 14일,우투우타,포항초-포철중-포철공고,90 삼성 고졸연고 지명 8,2002,KIA,31,RF,29,0.08,0.0,41,41,40,3,10,4,0,1,17,5,1,0,0,1,0,11,0,0,0,0.25,0.268,0.425,0.693,-0.04,74.8,0.08
1547,김인철,1971년 07월 14일,우투우타,포항초-포철중-포철공고,90 삼성 고졸연고 지명 8,2003,KIA,32,RF,37,-0.18,-0.01,85,82,74,14,17,1,0,2,24,6,2,2,5,2,0,18,1,3,1,0.23,0.293,0.324,0.617,-0.062,51.8,-0.19
1547,김인철,1971년 07월 14일,우투우타,포항초-포철중-포철공고,90 삼성 고졸연고 지명 8,2004,KIA,33,RF,3,-0.09,0.02,7,6,5,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0.0,0.167,0.0,0.167,-0.207,-42.3,-0.07
1547,김인철,1971년 07월 14일,우투우타,포항초-포철중-포철공고,90 삼성 고졸연고 지명 8,2005,한화,34,RF,103,1.71,-0.84,288,285,262,46,72,16,0,10,118,39,8,3,20,2,0,59,9,3,1,0.275,0.33,0.45,0.78,0.006,112.6,0.87
1547,김인철,1971년 07월 14일,우투우타,포항초-포철중-포철공고,90 삼성 고졸연고 지명 8,2006,한화,35,RF,69,-0.04,-0.21,97,96,88,9,20,3,0,0,23,6,3,1,6,2,0,21,3,1,0,0.227,0.292,0.261,0.553,-0.05,56.1,-0.24
1547,김인철,1971년 07월 14일,우투우타,포항초-포철중-포철공고,90 삼성 고졸연고 지명 8,2007,한화,36,RF,77,-0.4,-0.11,109,108,103,16,21,2,1,2,31,8,0,1,5,0,0,25,3,1,0,0.204,0.241,0.301,0.542,-0.078,33.9,-0.5
1561,박정태,1969년 01월 27일,우투우타,대연초-부산중-동래고-경성대,91 롯데 1차,2000,롯데,31,2B,107,2.22,0.36,439,436,386,51,110,15,2,6,147,53,3,0,47,1,1,42,13,2,3,0.285,0.362,0.381,0.743,-0.004,103.3,2.58
1561,박정태,1969년 01월 27일,우투우타,대연초-부산중-동래고-경성대,91 롯데 1차,2001,롯데,32,2B,118,0.83,-0.98,415,409,356,35,88,25,1,7,136,59,1,2,46,2,2,41,18,4,7,0.247,0.331,0.382,0.713,-0.029,84.9,-0.15
1561,박정태,1969년 01월 27일,우투우타,대연초-부산중-동래고-경성대,91 롯데 1차,2002,롯데,33,2B,103,1.69,0.56,308,306,267,26,70,14,1,7,107,38,0,2,32,7,0,32,4,2,0,0.262,0.356,0.401,0.757,0.002,109.8,2.25
1561,박정태,1969년 01월 27일,우투우타,대연초-부산중-동래고-경성대,91 롯데 1차,2003,롯데,34,2B,50,0.33,-0.12,86,86,72,5,20,2,0,2,28,17,0,1,10,0,0,11,3,0,4,0.278,0.349,0.389,0.738,-0.004,98.5,0.21
1561,박정태,1969년 01월 27일,우투우타,대연초-부산중-동래고-경성대,91 롯데 1차,2004,롯데,35,2B,26,0.39,-0.23,27,27,18,2,5,0,0,0,5,3,0,0,9,0,0,3,2,0,0,0.278,0.519,0.278,0.797,0.088,178.4,0.16
1563,양용모,1967년 12월 20일,우투우타,태안중-북일고-동아대,91 빙그레 1차,2000,SK,33,C,97,0.67,0.39,238,236,212,31,57,10,0,5,82,32,7,4,19,4,0,52,6,2,1,0.269,0.339,0.387,0.726,-0.021,90.2,1.06
1563,양용모,1967년 12월 20일,우투우타,태안중-북일고-동아대,91 빙그레 1차,2001,SK,34,C,103,-0.63,0.07,221,211,192,30,45,9,0,1,57,19,12,6,13,4,0,46,1,10,2,0.234,0.294,0.297,0.591,-0.078,49.8,-0.57
1563,양용모,1967년 12월 20일,우투우타,태안중-북일고-동아대,91 빙그레 1차,2002,SK,35,C,74,-0.27,0.48,116,110,107,14,23,8,0,1,34,10,6,0,2,1,1,32,1,5,1,0.215,0.234,0.318,0.552,-0.092,35.2,0.21
1566,임주택,1968년 09월 25일,우투우타,동래고-경성대,91 빙그레 2차 2라운드,2000,한화,32,CF,104,-0.04,-0.21,193,191,175,21,41,5,0,6,64,27,0,0,12,3,0,54,3,2,1,0.234,0.293,0.366,0.659,-0.059,61.1,-0.25
1566,임주택,1968년 09월 25일,우투우타,동래고-경성대,91 빙그레 2차 2라운드,2001,한화,33,RF,59,0.48,-0.14,118,114,95,12,24,6,1,5,47,13,1,2,13,3,0,26,2,4,3,0.253,0.351,0.495,0.846,0.001,107.1,0.34
1566,임주택,1968년 09월 25일,우투우타,동래고-경성대,91 빙그레 2차 2라운드,2002,한화,34,RF,6,-0.17,0.01,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,-0.329,-165.3,-0.15
1581,김호,1967년 05월 03일,우투우타,마산중-마산고-경성대,90 쌍방울 특별지명 8,2000,SK,33,SS,13,-0.18,-0.02,20,18,15,0,1,0,0,0,1,0,0,0,3,0,0,6,1,2,0,0.067,0.222,0.067,0.289,-0.168,-11.0,-0.2
1581,김호,1967년 05월 03일,우투우타,마산중-마산고-경성대,90 쌍방울 특별지명 8,2000,해태,33,SS,79,0.76,0.41,216,210,184,32,46,13,0,3,68,17,4,1,24,0,0,51,5,6,2,0.25,0.333,0.37,0.703,-0.019,91.7,1.17
1581,김호,1967년 05월 03일,우투우타,마산중-마산고-경성대,90 쌍방울 특별지명 8,2001,두산,34,SS,26,-0.24,0.17,65,65,58,7,12,2,1,0,16,4,0,0,6,0,0,11,1,0,1,0.207,0.277,0.276,0.553,-0.092,36.5,-0.07
1581,김호,1967년 05월 03일,우투우타,마산중-마산고-경성대,90 쌍방울 특별지명 8,2002,두산,35,SS,91,0.26,0.61,179,173,164,13,43,4,1,4,61,16,2,3,10,0,1,31,4,5,0,0.262,0.305,0.372,0.677,-0.035,80.1,0.87
1589,송구홍,1968년 06월 23일,우투우타,사당초-성남중-선린고-건국대,91 LG 1차,2000,LG,32,3B,11,-0.2,-0.16,22,22,21,2,4,1,0,0,5,0,0,0,0,1,0,5,2,0,0,0.19,0.227,0.238,0.465,-0.152,-10.8,-0.36
1595,이종민,1972년 12월 25일,우투우타,신월중-광영고,91 OB 고졸연고 자유계약,2000,두산,28,2B,98,-0.19,-0.29,132,131,119,12,27,4,0,1,34,9,4,0,11,0,0,18,6,1,1,0.227,0.29,0.286,0.576,-0.077,46.9,-0.48
1595,이종민,1972년 12월 25일,우투우타,신월중-광영고,91 OB 고졸연고 자유계약,2001,두산,29,2B,92,-0.52,0.17,147,142,131,22,32,2,0,0,34,13,0,1,10,1,1,19,3,4,1,0.244,0.301,0.26,0.561,-0.088,41.4,-0.35
1595,이종민,1972년 12월 25일,우투우타,신월중-광영고,91 OB 고졸연고 자유계약,2002,두산,30,2B,14,-0.17,0.07,12,12,11,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.091,0.167,0.091,0.258,-0.199,-57.3,-0.11
1607,최해식,1968년 09월 30일,우투우타,군산남중-군산상고-건국대,90 쌍방울 1차 2순위,2000,해태,32,C,101,0.34,0.47,289,279,244,22,59,9,1,1,73,25,0,3,33,2,0,51,7,10,0,0.242,0.337,0.299,0.636,-0.038,77.5,0.82
1646,박계원,1970년 02월 04일,우투우타,대연초-부산중-부산고-고려대,92 롯데 2차 2라운드 14순위,2000,해태,30,SS,37,-0.48,-0.02,101,100,94,10,19,3,0,1,25,8,1,1,6,0,0,16,5,1,0,0.202,0.25,0.266,0.516,-0.103,27.6,-0.49
1646,박계원,1970년 02월 04일,우투우타,대연초-부산중-부산고-고려대,92 롯데 2차 2라운드 14순위,2000,SK,30,SS,72,-0.65,0.56,157,154,138,20,27,3,1,2,38,24,6,2,11,3,0,26,2,3,2,0.196,0.266,0.275,0.541,-0.101,29.6,-0.09
1646,박계원,1970년 02월 04일,우투우타,대연초-부산중-부산고-고려대,92 롯데 2차 2라운드 14순위,2001,SK,31,2B,48,0.0,0.0,22,22,20,15,5,1,0,0,6,2,7,2,2,0,0,7,1,0,0,0.25,0.318,0.3,0.618,-0.05,68.6,-0.01
1648,강성우,1970년 01월 05일,우투우타,단국대,92 롯데 1차,2000,롯데,30,C,51,-0.63,0.24,87,83,78,5,15,0,0,0,15,3,0,0,4,1,0,11,2,4,0,0.192,0.241,0.192,0.433,-0.139,3.4,-0.39
1648,강성우,1970년 01월 05일,우투우타,단국대,92 롯데 1차,2001,SK,31,C,110,-1.68,0.23,222,204,188,11,30,7,0,0,37,13,2,0,15,1,0,31,6,18,0,0.16,0.225,0.197,0.422,-0.144,4.8,-1.45
1648,강성우,1970년 01월 05일,우투우타,단국대,92 롯데 1차,2002,SK,32,C,62,-0.51,0.13,100,92,88,2,19,2,0,0,21,8,0,0,2,0,0,10,4,8,2,0.216,0.228,0.239,0.467,-0.116,18.9,-0.39
1648,강성우,1970년 01월 05일,우투우타,단국대,92 롯데 1차,2003,SK,33,C,39,-0.02,-0.07,59,57,53,5,14,1,0,0,15,3,0,0,3,1,0,10,3,2,0,0.264,0.316,0.283,0.599,-0.055,58.1,-0.09
1648,강성우,1970년 01월 05일,우투우타,단국대,92 롯데 1차,2004,SK,34,C,30,-0.21,0.13,27,27,25,4,4,1,0,0,5,0,0,0,2,0,0,3,0,0,0,0.16,0.222,0.2,0.422,-0.13,-2.0,-0.08
1648,강성우,1970년 01월 05일,우투우타,단국대,92 롯데 1차,2005,SK,35,C,22,0.13,-0.12,20,18,18,1,5,4,0,0,9,0,0,0,0,0,0,4,2,2,0,0.278,0.278,0.5,0.778,0.014,117.0,0.01
1661,김태룡,1968년 02월 23일,우투우타,한밭중-청주고-계명대,92 삼성 2차 7라운드,2000,해태,32,2B,65,-0.92,0.42,146,137,129,13,20,5,0,4,37,12,3,0,6,2,0,29,2,9,0,0.155,0.204,0.287,0.491,-0.134,8.9,-0.5
1661,김태룡,1968년 02월 23일,우투우타,한밭중-청주고-계명대,92 삼성 2차 7라운드,2001,해태,33,2B,80,-0.61,-0.52,186,185,168,16,37,8,1,1,50,13,3,3,14,1,0,41,8,1,2,0.22,0.281,0.298,0.579,-0.08,46.2,-1.13
1661,김태룡,1968년 02월 23일,우투우타,한밭중-청주고-계명대,92 삼성 2차 7라운드,2001,KIA,33,2B,22,0.02,-0.01,26,26,24,4,6,2,0,0,8,2,0,0,2,0,0,2,1,0,0,0.25,0.308,0.333,0.641,-0.046,71.7,0.01
1661,김태룡,1968년 02월 23일,우투우타,한밭중-청주고-계명대,92 삼성 2차 7라운드,2002,KIA,34,2B,66,-0.12,0.14,105,105,97,12,22,6,0,2,34,8,0,1,5,1,0,26,1,0,2,0.227,0.267,0.351,0.618,-0.061,57.3,0.02
1668,박종호,1973년 07월 27일,우투양타,구암초-성남중-성남고,92 LG 고졸연고 지명 4,2000,현대,27,2B,121,5.82,1.24,541,521,441,89,150,30,3,10,216,58,9,5,61,12,0,47,4,20,7,0.34,0.428,0.49,0.918,0.063,153.5,7.06
1668,박종호,1973년 07월 27일,우투양타,구암초-성남중-성남고,92 LG 고졸연고 지명 4,2001,현대,28,2B,123,0.16,0.07,542,519,456,67,110,12,3,9,155,65,5,1,46,16,1,53,14,22,2,0.241,0.331,0.34,0.671,-0.052,68.5,0.23
1668,박종호,1973년 07월 27일,우투양타,구암초-성남중-성남고,92 LG 고졸연고 지명 4,2002,현대,29,2B,108,1.24,1.58,468,439,402,58,107,15,2,7,147,53,4,4,25,11,0,42,4,29,1,0.266,0.326,0.366,0.692,-0.028,86.2,2.83
1668,박종호,1973년 07월 27일,우투양타,구암초-성남중-성남고,92 LG 고졸연고 지명 4,2003,현대,30,2B,131,3.21,0.57,597,571,502,90,147,26,4,6,199,61,6,4,47,18,0,53,6,26,4,0.293,0.371,0.396,0.767,0.007,107.4,3.79
1668,박종호,1973년 07월 27일,우투양타,구암초-성남중-성남고,92 LG 고졸연고 지명 4,2004,삼성,31,2B,132,2.78,1.23,587,574,514,78,145,25,0,8,194,59,7,2,47,9,0,55,10,13,4,0.282,0.35,0.377,0.727,-0.007,100.1,4.01
1668,박종호,1973년 07월 27일,우투양타,구암초-성남중-성남고,92 LG 고졸연고 지명 4,2005,삼성,32,2B,119,2.24,1.13,484,458,392,63,105,21,0,4,138,36,5,2,46,18,1,48,4,25,3,0.268,0.368,0.352,0.72,-0.008,100.4,3.37
1668,박종호,1973년 07월 27일,우투양타,구암초-성남중-성남고,92 LG 고졸연고 지명 4,2006,삼성,33,2B,104,0.84,0.18,330,314,273,22,65,13,0,1,81,30,3,1,30,7,0,30,10,16,4,0.238,0.325,0.297,0.622,-0.024,81.2,1.01
1668,박종호,1973년 07월 27일,우투양타,구암초-성남중-성남고,92 LG 고졸연고 지명 4,2007,삼성,34,2B,17,-0.09,-0.07,31,28,27,0,5,3,0,0,8,4,0,0,1,0,0,3,2,3,0,0.185,0.214,0.296,0.51,-0.084,34.9,-0.17
1668,박종호,1973년 07월 27일,우투양타,구암초-성남중-성남고,92 LG 고졸연고 지명 4,2008,삼성,35,2B,33,-0.07,0.2,94,92,82,8,19,2,0,0,21,5,0,1,9,0,0,12,2,2,1,0.232,0.304,0.256,0.56,-0.054,60.1,0.13
1668,박종호,1973년 07월 27일,우투양타,구암초-성남중-성남고,92 LG 고졸연고 지명 4,2009,LG,36,2B,62,0.51,0.66,190,185,161,16,43,5,1,1,53,11,0,0,22,1,0,19,1,5,1,0.267,0.357,0.329,0.686,-0.023,84.5,1.17
1672,신동주,1972년 12월 14일,우투우타,구미중-포철공고,91 삼성 고졸연고 지명,2000,삼성,28,CF,97,1.19,0.5,360,354,310,53,81,14,0,12,131,52,17,4,26,13,0,80,3,6,5,0.261,0.339,0.423,0.762,-0.023,89.2,1.69
1672,신동주,1972년 12월 14일,우투우타,구미중-포철공고,91 삼성 고졸연고 지명,2001,해태,29,RF,88,1.18,0.18,340,338,302,51,83,20,0,10,133,44,12,8,28,8,1,47,5,1,1,0.275,0.351,0.44,0.791,-0.006,101.7,1.36
1672,신동주,1972년 12월 14일,우투우타,구미중-포철공고,91 삼성 고졸연고 지명,2001,KIA,29,RF,28,0.35,0.16,95,93,85,13,27,4,1,1,36,8,1,0,5,2,2,11,0,0,3,0.318,0.358,0.424,0.782,-0.015,95.0,0.51
1672,신동주,1972년 12월 14일,우투우타,구미중-포철공고,91 삼성 고졸연고 지명,2002,KIA,30,LF,81,2.24,-0.9,273,271,244,34,76,9,1,7,108,33,6,2,24,3,2,59,8,0,2,0.311,0.377,0.443,0.82,0.026,129.4,1.35
1672,신동주,1972년 12월 14일,우투우타,구미중-포철공고,91 삼성 고졸연고 지명,2003,KIA,31,LF,95,1.24,-0.33,238,234,205,29,54,8,1,8,88,31,1,2,26,3,1,47,5,3,1,0.263,0.353,0.429,0.782,0.007,107.9,0.91
1672,신동주,1972년 12월 14일,우투우타,구미중-포철공고,91 삼성 고졸연고 지명,2004,삼성,32,LF,73,-0.14,0.08,118,117,105,11,23,5,1,2,36,9,1,2,8,3,0,26,2,1,1,0.219,0.291,0.343,0.634,-0.057,58.9,-0.06
1672,신동주,1972년 12월 14일,우투우타,구미중-포철공고,91 삼성 고졸연고 지명,2005,삼성,33,LF,11,-0.21,0.03,10,9,8,2,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0.0,0.2,0.0,0.2,-0.291,-113.6,-0.18
1672,신동주,1972년 12월 14일,우투우타,구미중-포철공고,91 삼성 고졸연고 지명,2005,KIA,33,LF,12,-0.36,0.05,25,25,24,0,3,0,0,0,3,0,0,0,0,1,0,11,0,0,0,0.125,0.16,0.125,0.285,-0.198,-59.2,-0.31
1672,신동주,1972년 12월 14일,우투우타,구미중-포철공고,91 삼성 고졸연고 지명,2006,KIA,34,LF,8,-0.2,0.01,14,14,13,0,1,0,0,0,1,0,0,0,1,0,0,7,0,0,0,0.077,0.143,0.077,0.22,-0.177,-65.9,-0.19
